date,commodity,region,minimum_price,maximum_price,modal_price,market_arrivals_tonnes,market_supply_level,rainfall_mm,temperature_c,humidity_pct,predicted_demand_kg
2025-05-10,Potato,Hazaribagh,12.93,15.74,14.24,90.9,HIGH,0.08,28.5,37.9,85178.0
2025-05-10,Potato,Deoghar,16.18,19.21,17.59,55.3,MODERATE,0.08,28.5,37.9,50600.0
2025-05-10,Potato,Dumka,12.13,15.23,13.57,59.4,HIGH,0.08,28.5,37.9,67477.0
2025-05-10,Onion,Ranchi,17.51,21.23,19.24,200.5,HIGH,0.08,28.5,37.9,230394.0
2025-05-10,Onion,Jamshedpur,22.4,29.41,25.66,162.9,HIGH,0.08,28.5,37.9,145781.0
2025-05-10,Onion,Dhanbad,20.64,26.45,23.34,122.3,HIGH,0.08,28.5,37.9,139573.0
2025-05-10,Onion,Bokaro,19.85,27.57,23.44,108.7,HIGH,0.08,28.5,37.9,121012.0
2025-05-10,Onion,Hazaribagh,16.0,21.03,18.34,92.8,HIGH,0.08,28.5,37.9,84505.0
2025-05-10,Onion,Deoghar,22.52,27.01,24.61,74.9,HIGH,0.08,28.5,37.9,75636.0
2025-05-10,Onion,Dumka,20.19,24.34,22.12,73.9,HIGH,0.08,28.5,37.9,67120.0
2025-05-10,Green Chilli,Ranchi,48.79,61.65,54.77,132.3,LOW,0.08,28.5,37.9,142898.0
2025-05-10,Green Chilli,Jamshedpur,57.67,71.15,63.94,124.0,MODERATE,0.08,28.5,37.9,126469.0
2025-05-10,Green Chilli,Dhanbad,42.37,58.22,49.74,111.4,HIGH,0.08,28.5,37.9,111416.0
2025-05-10,Green Chilli,Bokaro,52.57,65.14,58.42,61.1,LOW,0.08,28.5,37.9,68121.0
2025-05-10,Green Chilli,Hazaribagh,37.98,51.85,44.43,72.3,MODERATE,0.08,28.5,37.9,70574.0
2025-05-10,Green Chilli,Deoghar,51.03,70.01,59.86,68.0,HIGH,0.08,28.5,37.9,76297.0
2025-05-10,Green Chilli,Dumka,42.28,51.2,46.43,45.5,MODERATE,0.08,28.5,37.9,50761.0
2025-05-11,Tomato,Ranchi,14.75,19.98,17.18,185.4,HIGH,0.22,27.0,41.9,167052.0
2025-05-11,Tomato,Jamshedpur,16.72,22.12,19.23,139.0,HIGH,0.22,27.0,41.9,143740.0
2025-05-11,Tomato,Dhanbad,18.17,21.65,19.79,150.3,HIGH,0.22,27.0,41.9,142343.0
2025-05-11,Tomato,Bokaro,15.63,21.8,18.5,87.9,MODERATE,0.22,27.0,41.9,100126.0
2025-05-11,Tomato,Hazaribagh,20.26,24.99,22.46,110.6,HIGH,0.22,27.0,41.9,108741.0
2025-05-11,Tomato,Deoghar,21.27,26.71,23.8,69.5,HIGH,0.22,27.0,41.9,70734.0
2025-05-11,Tomato,Dumka,14.58,19.61,16.92,71.0,HIGH,0.22,27.0,41.9,77205.0
2025-05-11,Potato,Ranchi,14.63,19.51,16.9,153.1,MODERATE,0.22,27.0,41.9,157351.0
2025-05-11,Potato,Jamshedpur,14.83,19.99,17.23,167.9,HIGH,0.22,27.0,41.9,163967.0
2025-05-11,Potato,Dhanbad,16.0,22.28,18.92,150.9,HIGH,0.22,27.0,41.9,161253.0
2025-05-11,Potato,Bokaro,15.19,19.37,17.13,80.7,MODERATE,0.22,27.0,41.9,83991.0
2025-05-11,Potato,Hazaribagh,13.54,16.29,14.82,100.8,HIGH,0.22,27.0,41.9,107296.0
2025-05-11,Potato,Deoghar,16.29,20.42,18.21,77.5,HIGH,0.22,27.0,41.9,79149.0
2025-05-11,Potato,Dumka,14.2,18.86,16.37,66.3,HIGH,0.22,27.0,41.9,61188.0
2025-05-11,Onion,Ranchi,19.81,25.03,22.24,189.3,HIGH,0.22,27.0,41.9,175829.0
2025-05-11,Onion,Jamshedpur,22.13,26.91,24.35,142.8,HIGH,0.22,27.0,41.9,146619.0
2025-05-11,Onion,Dhanbad,22.36,27.78,24.88,122.1,HIGH,0.22,27.0,41.9,117268.0
2025-05-11,Onion,Bokaro,20.98,25.24,22.96,95.5,HIGH,0.22,27.0,41.9,93557.0
2025-05-11,Onion,Hazaribagh,21.37,26.57,23.79,97.5,HIGH,0.22,27.0,41.9,98771.0
2025-05-11,Onion,Deoghar,20.68,26.43,23.35,74.7,HIGH,0.22,27.0,41.9,78591.0
2025-05-11,Onion,Dumka,23.89,30.51,26.97,58.7,HIGH,0.22,27.0,41.9,66469.0
2025-05-11,Green Chilli,Ranchi,43.89,58.56,50.71,168.9,HIGH,0.22,27.0,41.9,187445.0
2025-05-11,Green Chilli,Jamshedpur,53.76,72.74,62.59,114.9,MODERATE,0.22,27.0,41.9,102072.0
2025-05-11,Green Chilli,Dhanbad,51.65,68.95,59.7,115.4,HIGH,0.22,27.0,41.9,100185.0
2025-05-11,Green Chilli,Bokaro,49.89,63.15,56.06,54.0,LOW,0.22,27.0,41.9,48648.0
2025-05-11,Green Chilli,Hazaribagh,43.63,58.92,50.74,67.9,MODERATE,0.22,27.0,41.9,69295.0
2025-05-11,Green Chilli,Deoghar,41.13,55.1,47.63,44.6,LOW,0.22,27.0,41.9,44868.0
2025-05-11,Green Chilli,Dumka,40.47,56.98,48.15,38.4,LOW,0.22,27.0,41.9,35590.0
2025-05-12,Tomato,Ranchi,14.89,19.96,17.25,188.6,HIGH,0.0,29.0,42.4,214859.0
2025-05-12,Tomato,Jamshedpur,23.68,29.12,26.21,137.7,HIGH,0.0,29.0,42.4,119838.0
2025-05-12,Tomato,Dhanbad,14.91,19.68,17.13,158.1,HIGH,0.0,29.0,42.4,179743.0
2025-05-12,Tomato,Bokaro,14.57,18.96,16.61,100.9,HIGH,0.0,29.0,42.4,99903.0
2025-05-12,Tomato,Hazaribagh,15.71,20.7,18.03,101.5,HIGH,0.0,29.0,42.4,93485.0
2025-05-12,Tomato,Deoghar,18.54,24.37,21.25,68.6,HIGH,0.0,29.0,42.4,74234.0
2025-05-12,Tomato,Dumka,14.64,17.46,15.95,60.3,HIGH,0.0,29.0,42.4,55347.0
2025-05-12,Potato,Ranchi,13.42,16.78,14.98,186.8,HIGH,0.0,29.0,42.4,205568.0
2025-05-12,Potato,Jamshedpur,15.97,21.79,18.68,146.8,HIGH,0.0,29.0,42.4,152786.0
2025-05-12,Potato,Dhanbad,16.72,22.35,19.34,112.6,HIGH,0.0,29.0,42.4,124799.0
2025-05-12,Potato,Bokaro,17.02,21.6,19.15,94.6,HIGH,0.0,29.0,42.4,101961.0
2025-05-12,Potato,Hazaribagh,10.97,14.19,12.47,102.1,HIGH,0.0,29.0,42.4,110177.0
2025-05-12,Potato,Deoghar,13.45,18.29,15.7,79.8,HIGH,0.0,29.0,42.4,89452.0
2025-05-12,Potato,Dumka,12.0,16.88,14.27,61.2,HIGH,0.0,29.0,42.4,56457.0
2025-05-12,Onion,Ranchi,18.02,22.84,20.26,206.8,HIGH,0.0,29.0,42.4,220904.0
2025-05-12,Onion,Jamshedpur,21.74,25.85,23.65,152.4,HIGH,0.0,29.0,42.4,165127.0
2025-05-12,Onion,Dhanbad,24.91,29.75,27.16,135.9,HIGH,0.0,29.0,42.4,142448.0
2025-05-12,Onion,Bokaro,19.63,27.07,23.09,108.7,HIGH,0.0,29.0,42.4,114049.0
2025-05-12,Onion,Hazaribagh,17.77,23.24,20.31,90.0,HIGH,0.0,29.0,42.4,102798.0
2025-05-12,Onion,Deoghar,20.9,25.88,23.22,74.8,HIGH,0.0,29.0,42.4,79858.0
2025-05-12,Onion,Dumka,17.79,24.05,20.7,75.1,HIGH,0.0,29.0,42.4,78344.0
2025-05-12,Green Chilli,Ranchi,41.3,55.96,48.12,125.5,LOW,0.0,29.0,42.4,111964.0
2025-05-12,Green Chilli,Jamshedpur,50.62,69.43,59.37,133.0,HIGH,0.0,29.0,42.4,143041.0
2025-05-12,Green Chilli,Dhanbad,38.84,46.21,42.27,111.1,HIGH,0.0,29.0,42.4,109882.0
2025-05-12,Green Chilli,Bokaro,50.92,63.37,56.71,98.4,HIGH,0.0,29.0,42.4,102275.0
2025-05-12,Green Chilli,Hazaribagh,51.77,71.4,60.9,60.0,LOW,0.0,29.0,42.4,51364.0
2025-05-12,Green Chilli,Deoghar,38.56,52.27,44.94,56.6,MODERATE,0.0,29.0,42.4,50088.0
2025-05-12,Green Chilli,Dumka,43.2,56.58,49.42,56.5,HIGH,0.0,29.0,42.4,52821.0
2025-05-13,Tomato,Ranchi,18.34,25.29,21.57,189.9,HIGH,0.0,30.6,47.8,210208.0
2025-05-13,Tomato,Jamshedpur,16.74,21.7,19.05,148.4,HIGH,0.0,30.6,47.8,131278.0
2025-05-13,Tomato,Dhanbad,19.3,24.87,21.89,133.4,HIGH,0.0,30.6,47.8,140269.0
2025-05-13,Tomato,Bokaro,12.56,17.38,14.8,113.3,HIGH,0.0,30.6,47.8,102752.0
2025-05-13,Tomato,Hazaribagh,18.47,22.14,20.18,95.3,HIGH,0.0,30.6,47.8,103616.0
2025-05-13,Tomato,Deoghar,16.96,23.08,19.81,73.0,HIGH,0.0,30.6,47.8,72187.0
2025-05-13,Tomato,Dumka,18.31,21.99,20.02,55.9,HIGH,0.0,30.6,47.8,59144.0
2025-05-13,Potato,Ranchi,14.91,18.09,16.39,149.8,MODERATE,0.0,30.6,47.8,138850.0
2025-05-13,Potato,Jamshedpur,14.53,19.82,16.99,155.0,HIGH,0.0,30.6,47.8,168069.0
2025-05-13,Potato,Dhanbad,17.87,22.73,20.13,114.2,HIGH,0.0,30.6,47.8,99082.0
2025-05-13,Potato,Bokaro,14.62,20.07,17.15,111.4,HIGH,0.0,30.6,47.8,120194.0
2025-05-13,Potato,Hazaribagh,13.54,18.42,15.81,99.0,HIGH,0.0,30.6,47.8,92735.0
2025-05-13,Potato,Deoghar,14.25,19.26,16.58,61.5,MODERATE,0.0,30.6,47.8,69679.0
2025-05-13,Potato,Dumka,12.65,15.7,14.07,63.2,HIGH,0.0,30.6,47.8,63598.0
2025-05-13,Onion,Ranchi,18.71,25.39,21.82,198.7,HIGH,0.0,30.6,47.8,191996.0
2025-05-13,Onion,Jamshedpur,22.2,30.26,25.95,162.3,HIGH,0.0,30.6,47.8,162678.0
2025-05-13,Onion,Dhanbad,18.82,23.01,20.77,124.2,HIGH,0.0,30.6,47.8,109584.0
2025-05-13,Onion,Bokaro,21.61,25.87,23.59,111.8,HIGH,0.0,30.6,47.8,101980.0
2025-05-13,Onion,Hazaribagh,18.8,23.29,20.89,108.5,HIGH,0.0,30.6,47.8,111083.0
2025-05-13,Onion,Deoghar,18.8,23.34,20.91,76.0,HIGH,0.0,30.6,47.8,75115.0
2025-05-13,Onion,Dumka,17.33,21.5,19.27,70.1,HIGH,0.0,30.6,47.8,59594.0
2025-05-13,Green Chilli,Ranchi,36.2,49.55,42.41,134.7,LOW,0.0,30.6,47.8,154620.0
2025-05-13,Green Chilli,Jamshedpur,42.68,58.09,49.85,105.4,LOW,0.0,30.6,47.8,100255.0
2025-05-13,Green Chilli,Dhanbad,42.43,59.42,50.33,79.0,LOW,0.0,30.6,47.8,85879.0
2025-05-13,Green Chilli,Bokaro,42.55,57.0,49.27,69.9,LOW,0.0,30.6,47.8,69256.0
2025-05-13,Green Chilli,Hazaribagh,36.09,45.02,40.24,64.2,MODERATE,0.0,30.6,47.8,59800.0
2025-05-13,Green Chilli,Deoghar,43.65,58.59,50.6,59.4,MODERATE,0.0,30.6,47.8,55693.0
2025-05-13,Green Chilli,Dumka,46.82,60.71,53.28,49.3,MODERATE,0.0,30.6,47.8,42423.0
2025-05-14,Tomato,Ranchi,15.27,19.79,17.37,163.7,MODERATE,0.0,29.4,45.1,157181.0
2025-05-14,Tomato,Jamshedpur,21.51,26.79,23.97,137.9,HIGH,0.0,29.4,45.1,120358.0
2025-05-14,Tomato,Dhanbad,20.26,24.88,22.41,142.2,HIGH,0.0,29.4,45.1,136437.0
2025-05-14,Tomato,Bokaro,17.83,23.65,20.54,97.3,HIGH,0.0,29.4,45.1,89108.0
2025-05-14,Tomato,Hazaribagh,17.4,23.38,20.18,89.0,HIGH,0.0,29.4,45.1,102155.0
2025-05-14,Tomato,Deoghar,20.64,25.6,22.95,76.9,HIGH,0.0,29.4,45.1,76953.0
2025-05-14,Tomato,Dumka,17.87,22.97,20.24,69.3,HIGH,0.0,29.4,45.1,64500.0
2025-05-14,Potato,Ranchi,12.62,15.65,14.03,179.5,HIGH,0.0,29.4,45.1,181087.0
2025-05-14,Potato,Jamshedpur,15.41,18.72,16.95,167.7,HIGH,0.0,29.4,45.1,143159.0
2025-05-14,Potato,Dhanbad,16.09,22.58,19.11,126.2,HIGH,0.0,29.4,45.1,124243.0
2025-05-14,Potato,Bokaro,14.2,19.45,16.64,102.8,HIGH,0.0,29.4,45.1,105213.0
2025-05-14,Potato,Hazaribagh,11.96,16.51,14.08,106.0,HIGH,0.0,29.4,45.1,107237.0
2025-05-14,Potato,Deoghar,14.28,17.35,15.71,83.1,HIGH,0.0,29.4,45.1,79813.0
2025-05-14,Potato,Dumka,13.38,17.04,15.08,60.5,HIGH,0.0,29.4,45.1,53951.0
2025-05-14,Onion,Ranchi,16.02,22.42,19.0,170.0,HIGH,0.0,29.4,45.1,167344.0
2025-05-14,Onion,Jamshedpur,21.5,27.85,24.45,186.7,HIGH,0.0,29.4,45.1,200907.0
2025-05-14,Onion,Dhanbad,21.71,28.76,24.99,112.6,HIGH,0.0,29.4,45.1,99783.0
2025-05-14,Onion,Bokaro,18.25,24.86,21.32,115.5,HIGH,0.0,29.4,45.1,116654.0
2025-05-14,Onion,Hazaribagh,15.19,19.08,17.0,91.5,HIGH,0.0,29.4,45.1,79095.0
2025-05-14,Onion,Deoghar,20.3,28.25,24.0,53.9,LOW,0.0,29.4,45.1,53256.0
2025-05-14,Onion,Dumka,19.45,26.11,22.55,63.7,HIGH,0.0,29.4,45.1,57415.0
2025-05-14,Green Chilli,Ranchi,48.6,62.94,55.27,155.6,MODERATE,0.0,29.4,45.1,178069.0
2025-05-14,Green Chilli,Jamshedpur,52.09,71.19,60.97,109.7,MODERATE,0.0,29.4,45.1,114557.0
2025-05-14,Green Chilli,Dhanbad,54.88,74.31,63.92,90.6,MODERATE,0.0,29.4,45.1,81896.0
2025-05-14,Green Chilli,Bokaro,45.53,59.48,52.02,64.6,LOW,0.0,29.4,45.1,56548.0
2025-05-14,Green Chilli,Hazaribagh,47.04,56.81,51.58,65.8,MODERATE,0.0,29.4,45.1,64847.0
2025-05-14,Green Chilli,Deoghar,51.39,62.95,56.77,68.1,HIGH,0.0,29.4,45.1,75199.0
2025-05-14,Green Chilli,Dumka,54.43,66.38,59.99,41.6,LOW,0.0,29.4,45.1,43610.0
2025-05-15,Tomato,Ranchi,11.35,15.57,13.31,211.6,HIGH,3.41,26.9,40.9,214496.0
2025-05-15,Tomato,Jamshedpur,17.52,23.63,20.36,147.0,HIGH,3.41,26.9,40.9,160578.0
2025-05-15,Tomato,Dhanbad,15.84,21.22,18.34,112.3,HIGH,3.41,26.9,40.9,101935.0
2025-05-15,Tomato,Bokaro,13.64,16.99,15.2,77.2,MODERATE,3.41,26.9,40.9,84897.0
2025-05-15,Tomato,Hazaribagh,19.97,25.93,22.74,85.4,HIGH,3.41,26.9,40.9,92329.0
2025-05-15,Tomato,Deoghar,17.95,22.38,20.01,70.1,HIGH,3.41,26.9,40.9,67952.0
2025-05-15,Tomato,Dumka,15.12,18.94,16.9,74.7,HIGH,3.41,26.9,40.9,74852.0
2025-05-15,Potato,Ranchi,12.97,17.25,14.96,212.8,HIGH,3.41,26.9,40.9,201983.0
2025-05-15,Potato,Jamshedpur,16.53,23.0,19.54,192.1,HIGH,3.41,26.9,40.9,212882.0
2025-05-15,Potato,Dhanbad,15.03,19.18,16.96,129.5,HIGH,3.41,26.9,40.9,141206.0
2025-05-15,Potato,Bokaro,14.59,18.18,16.26,95.6,HIGH,3.41,26.9,40.9,96999.0
2025-05-15,Potato,Hazaribagh,12.7,15.73,14.11,81.4,HIGH,3.41,26.9,40.9,69197.0
2025-05-15,Potato,Deoghar,12.93,17.7,15.15,75.9,HIGH,3.41,26.9,40.9,84356.0
2025-05-15,Potato,Dumka,10.58,14.06,12.2,73.1,HIGH,3.41,26.9,40.9,75212.0
2025-05-15,Onion,Ranchi,17.2,21.98,19.42,174.7,HIGH,3.41,26.9,40.9,158497.0
2025-05-15,Onion,Jamshedpur,16.05,21.55,18.61,138.5,HIGH,3.41,26.9,40.9,151178.0
2025-05-15,Onion,Dhanbad,22.98,28.51,25.55,107.5,MODERATE,3.41,26.9,40.9,104876.0
2025-05-15,Onion,Bokaro,18.5,23.34,20.75,111.4,HIGH,3.41,26.9,40.9,113989.0
2025-05-15,Onion,Hazaribagh,19.51,24.13,21.66,101.0,HIGH,3.41,26.9,40.9,100062.0
2025-05-15,Onion,Deoghar,19.2,25.88,22.31,69.6,HIGH,3.41,26.9,40.9,72093.0
2025-05-15,Onion,Dumka,22.35,28.46,25.19,57.4,HIGH,3.41,26.9,40.9,61813.0
2025-05-15,Green Chilli,Ranchi,39.81,54.54,46.66,133.1,LOW,3.41,26.9,40.9,149012.0
2025-05-15,Green Chilli,Jamshedpur,44.34,60.03,51.64,113.0,MODERATE,3.41,26.9,40.9,102372.0
2025-05-15,Green Chilli,Dhanbad,58.84,70.6,64.31,93.9,MODERATE,3.41,26.9,40.9,95229.0
2025-05-15,Green Chilli,Bokaro,45.64,56.07,50.49,64.8,LOW,3.41,26.9,40.9,59378.0
2025-05-15,Green Chilli,Hazaribagh,47.07,56.58,51.49,56.8,LOW,3.41,26.9,40.9,60536.0
2025-05-15,Green Chilli,Deoghar,52.01,69.79,60.28,48.0,LOW,3.41,26.9,40.9,41861.0
2025-05-15,Green Chilli,Dumka,53.27,63.59,58.07,52.8,MODERATE,3.41,26.9,40.9,45954.0
2025-05-16,Tomato,Ranchi,16.64,21.72,19.0,193.2,HIGH,0.0,33.7,39.8,176327.0
2025-05-16,Tomato,Jamshedpur,21.31,26.27,23.62,168.2,HIGH,0.0,33.7,39.8,185208.0
2025-05-16,Tomato,Dhanbad,22.1,26.62,24.2,111.4,HIGH,0.0,33.7,39.8,117289.0
2025-05-16,Tomato,Bokaro,19.47,26.24,22.62,101.8,HIGH,0.0,33.7,39.8,114052.0
2025-05-16,Tomato,Hazaribagh,15.51,21.42,18.26,97.5,HIGH,0.0,33.7,39.8,110999.0
2025-05-16,Tomato,Deoghar,17.1,20.82,18.83,69.0,HIGH,0.0,33.7,39.8,59490.0
2025-05-16,Tomato,Dumka,17.24,23.99,20.38,48.2,MODERATE,0.0,33.7,39.8,41203.0
2025-05-16,Potato,Ranchi,12.75,17.11,14.78,169.5,HIGH,0.0,33.7,39.8,144170.0
2025-05-16,Potato,Jamshedpur,17.56,22.65,19.93,140.0,HIGH,0.0,33.7,39.8,123543.0
2025-05-16,Potato,Dhanbad,15.7,20.32,17.85,128.7,HIGH,0.0,33.7,39.8,125232.0
2025-05-16,Potato,Bokaro,15.63,20.57,17.93,95.1,HIGH,0.0,33.7,39.8,98703.0
2025-05-16,Potato,Hazaribagh,12.65,16.86,14.61,82.4,HIGH,0.0,33.7,39.8,73327.0
2025-05-16,Potato,Deoghar,14.78,18.11,16.33,77.2,HIGH,0.0,33.7,39.8,87396.0
2025-05-16,Potato,Dumka,12.23,17.09,14.49,63.9,HIGH,0.0,33.7,39.8,59583.0
2025-05-16,Onion,Ranchi,21.92,29.96,25.66,169.9,HIGH,0.0,33.7,39.8,184949.0
2025-05-16,Onion,Jamshedpur,22.34,30.1,25.95,150.9,HIGH,0.0,33.7,39.8,154506.0
2025-05-16,Onion,Dhanbad,19.55,26.93,22.98,142.4,HIGH,0.0,33.7,39.8,150933.0
2025-05-16,Onion,Bokaro,20.8,25.36,22.92,90.4,HIGH,0.0,33.7,39.8,83789.0
2025-05-16,Onion,Hazaribagh,19.15,23.86,21.34,87.6,HIGH,0.0,33.7,39.8,81001.0
2025-05-16,Onion,Deoghar,20.78,25.06,22.77,71.1,HIGH,0.0,33.7,39.8,72421.0
2025-05-16,Onion,Dumka,18.06,23.27,20.48,55.7,HIGH,0.0,33.7,39.8,53713.0
2025-05-16,Green Chilli,Ranchi,52.24,62.63,57.07,123.8,LOW,0.0,33.7,39.8,137926.0
2025-05-16,Green Chilli,Jamshedpur,37.93,52.21,44.57,99.3,LOW,0.0,33.7,39.8,108530.0
2025-05-16,Green Chilli,Dhanbad,48.47,63.8,55.6,82.5,LOW,0.0,33.7,39.8,83379.0
2025-05-16,Green Chilli,Bokaro,41.5,51.73,46.26,87.1,MODERATE,0.0,33.7,39.8,91600.0
2025-05-16,Green Chilli,Hazaribagh,39.84,48.5,43.87,56.0,LOW,0.0,33.7,39.8,62012.0
2025-05-16,Green Chilli,Deoghar,43.29,58.43,50.33,50.4,LOW,0.0,33.7,39.8,44986.0
2025-05-16,Green Chilli,Dumka,35.2,44.76,39.65,51.3,MODERATE,0.0,33.7,39.8,48871.0
2025-05-17,Tomato,Ranchi,16.04,21.41,18.54,154.9,MODERATE,0.0,30.2,48.6,171270.0
2025-05-17,Tomato,Jamshedpur,21.83,26.26,23.89,153.4,HIGH,0.0,30.2,48.6,167991.0
2025-05-17,Tomato,Dhanbad,21.5,28.68,24.84,139.0,HIGH,0.0,30.2,48.6,119726.0
2025-05-17,Tomato,Bokaro,20.52,26.24,23.18,109.3,HIGH,0.0,30.2,48.6,114809.0
2025-05-17,Tomato,Hazaribagh,16.56,20.38,18.34,98.8,HIGH,0.0,30.2,48.6,98688.0
2025-05-17,Tomato,Deoghar,18.6,23.22,20.75,61.1,MODERATE,0.0,30.2,48.6,55915.0
2025-05-17,Tomato,Dumka,17.55,23.19,20.17,55.2,HIGH,0.0,30.2,48.6,57293.0
2025-05-17,Potato,Ranchi,12.9,17.0,14.81,156.1,MODERATE,0.0,30.2,48.6,172473.0
2025-05-17,Potato,Jamshedpur,17.17,22.41,19.61,158.2,HIGH,0.0,30.2,48.6,153438.0
2025-05-17,Potato,Dhanbad,15.31,20.32,17.64,121.2,HIGH,0.0,30.2,48.6,134040.0
2025-05-17,Potato,Bokaro,16.32,19.84,17.96,93.9,HIGH,0.0,30.2,48.6,107890.0
2025-05-17,Potato,Hazaribagh,13.08,16.58,14.71,85.2,HIGH,0.0,30.2,48.6,77505.0
2025-05-17,Potato,Deoghar,14.45,18.73,16.44,86.0,HIGH,0.0,30.2,48.6,78174.0
2025-05-17,Potato,Dumka,11.41,14.01,12.62,62.8,HIGH,0.0,30.2,48.6,69017.0
2025-05-17,Onion,Ranchi,21.67,28.45,24.82,186.0,HIGH,0.0,30.2,48.6,195787.0
2025-05-17,Onion,Jamshedpur,21.41,28.07,24.51,151.0,HIGH,0.0,30.2,48.6,163847.0
2025-05-17,Onion,Dhanbad,20.53,25.58,22.88,145.8,HIGH,0.0,30.2,48.6,160593.0
2025-05-17,Onion,Bokaro,22.14,29.3,25.47,120.5,HIGH,0.0,30.2,48.6,121970.0
2025-05-17,Onion,Hazaribagh,16.01,19.34,17.56,106.9,HIGH,0.0,30.2,48.6,117235.0
2025-05-17,Onion,Deoghar,15.88,22.27,18.85,65.5,MODERATE,0.0,30.2,48.6,73013.0
2025-05-17,Onion,Dumka,17.05,22.49,19.58,48.8,MODERATE,0.0,30.2,48.6,43902.0
2025-05-17,Green Chilli,Ranchi,44.45,61.15,52.22,148.4,MODERATE,0.0,30.2,48.6,170400.0
2025-05-17,Green Chilli,Jamshedpur,43.19,60.69,51.33,101.3,LOW,0.0,30.2,48.6,88240.0
2025-05-17,Green Chilli,Dhanbad,40.73,50.14,45.11,90.3,MODERATE,0.0,30.2,48.6,87111.0
2025-05-17,Green Chilli,Bokaro,32.46,43.47,37.58,74.1,MODERATE,0.0,30.2,48.6,65898.0
2025-05-17,Green Chilli,Hazaribagh,42.82,50.9,46.58,61.1,LOW,0.0,30.2,48.6,63855.0
2025-05-17,Green Chilli,Deoghar,48.69,68.19,57.76,53.4,LOW,0.0,30.2,48.6,56429.0
2025-05-17,Green Chilli,Dumka,44.08,56.46,49.84,50.5,MODERATE,0.0,30.2,48.6,54718.0
2025-05-18,Tomato,Ranchi,17.0,21.62,19.15,201.7,HIGH,1.22,30.7,42.0,187790.0
2025-05-18,Tomato,Jamshedpur,22.41,29.62,25.76,149.9,HIGH,1.22,30.7,42.0,163674.0
2025-05-18,Tomato,Dhanbad,21.45,27.19,24.12,96.5,MODERATE,1.22,30.7,42.0,100848.0
2025-05-18,Tomato,Bokaro,14.95,20.67,17.61,69.1,LOW,1.22,30.7,42.0,67082.0
2025-05-18,Tomato,Hazaribagh,17.12,20.68,18.78,89.0,HIGH,1.22,30.7,42.0,91370.0
2025-05-18,Tomato,Deoghar,18.53,25.41,21.73,54.3,MODERATE,1.22,30.7,42.0,60739.0
2025-05-18,Tomato,Dumka,17.89,21.29,19.47,55.1,HIGH,1.22,30.7,42.0,48712.0
2025-05-18,Potato,Ranchi,13.39,18.53,15.78,197.2,HIGH,1.22,30.7,42.0,210574.0
2025-05-18,Potato,Jamshedpur,18.87,23.62,21.08,151.2,HIGH,1.22,30.7,42.0,139575.0
2025-05-18,Potato,Dhanbad,17.1,22.43,19.58,115.2,HIGH,1.22,30.7,42.0,131628.0
2025-05-18,Potato,Bokaro,14.9,19.37,16.98,106.2,HIGH,1.22,30.7,42.0,92531.0
2025-05-18,Potato,Hazaribagh,14.39,17.65,15.91,79.4,HIGH,1.22,30.7,42.0,80536.0
2025-05-18,Potato,Deoghar,12.5,14.98,13.65,80.8,HIGH,1.22,30.7,42.0,77112.0
2025-05-18,Potato,Dumka,11.97,15.39,13.56,70.4,HIGH,1.22,30.7,42.0,78444.0
2025-05-18,Onion,Ranchi,21.72,29.8,25.48,203.1,HIGH,1.22,30.7,42.0,205224.0
2025-05-18,Onion,Jamshedpur,19.94,26.49,22.99,145.8,HIGH,1.22,30.7,42.0,134163.0
2025-05-18,Onion,Dhanbad,21.2,27.31,24.04,130.8,HIGH,1.22,30.7,42.0,125443.0
2025-05-18,Onion,Bokaro,19.46,27.2,23.06,78.2,MODERATE,1.22,30.7,42.0,75866.0
2025-05-18,Onion,Hazaribagh,16.27,22.27,19.06,104.6,HIGH,1.22,30.7,42.0,98661.0
2025-05-18,Onion,Deoghar,17.63,21.07,19.23,84.1,HIGH,1.22,30.7,42.0,79297.0
2025-05-18,Onion,Dumka,16.2,20.03,17.98,54.3,MODERATE,1.22,30.7,42.0,58232.0
2025-05-18,Green Chilli,Ranchi,44.01,61.76,52.27,130.6,LOW,1.22,30.7,42.0,117570.0
2025-05-18,Green Chilli,Jamshedpur,50.16,69.13,58.98,124.6,MODERATE,1.22,30.7,42.0,133682.0
2025-05-18,Green Chilli,Dhanbad,49.41,65.87,57.07,87.9,LOW,1.22,30.7,42.0,97954.0
2025-05-18,Green Chilli,Bokaro,47.39,59.34,52.95,57.2,LOW,1.22,30.7,42.0,63431.0
2025-05-18,Green Chilli,Hazaribagh,44.64,61.96,52.7,76.3,MODERATE,1.22,30.7,42.0,65821.0
2025-05-18,Green Chilli,Deoghar,42.72,55.43,48.63,52.0,LOW,1.22,30.7,42.0,48316.0
2025-05-18,Green Chilli,Dumka,34.44,41.88,37.9,51.1,MODERATE,1.22,30.7,42.0,52557.0
2025-05-19,Tomato,Ranchi,17.99,22.04,19.87,151.8,MODERATE,0.0,28.7,40.1,142564.0
2025-05-19,Tomato,Jamshedpur,22.38,27.84,24.92,146.0,HIGH,0.0,28.7,40.1,126200.0
2025-05-19,Tomato,Dhanbad,18.99,23.74,21.2,133.5,HIGH,0.0,28.7,40.1,130829.0
2025-05-19,Tomato,Bokaro,14.85,17.89,16.26,90.1,HIGH,0.0,28.7,40.1,89009.0
