date,commodity,region,demand_quantity_kg,modal_price_per_kg,day_of_week,day_of_month,month,year,season,is_weekend,festival_flag,is_synthetic,data_source
2024-06-13,Potato,Hajipur,8811.0,16.49,Thursday,13,6,2024,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-06-14,Potato,Hajipur,9255.9,18.71,Friday,14,6,2024,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-06-15,Potato,Hajipur,9863.1,18.05,Saturday,15,6,2024,Zaid,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-06-16,Potato,Hajipur,8961.4,19.78,Sunday,16,6,2024,Zaid,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-06-17,Potato,Hajipur,6559.9,17.91,Monday,17,6,2024,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-06-18,Potato,Hajipur,7586.6,20.33,Tuesday,18,6,2024,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-06-19,Potato,Hajipur,8127.1,18.65,Wednesday,19,6,2024,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-06-20,Potato,Hajipur,8540.1,18.16,Thursday,20,6,2024,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-06-21,Potato,Hajipur,9716.8,20.3,Friday,21,6,2024,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-06-22,Potato,Hajipur,9883.2,19.1,Saturday,22,6,2024,Zaid,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-06-23,Potato,Hajipur,9045.2,19.55,Sunday,23,6,2024,Zaid,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-06-24,Potato,Hajipur,7632.6,19.64,Monday,24,6,2024,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-06-25,Potato,Hajipur,7757.9,19.67,Tuesday,25,6,2024,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-06-26,Potato,Hajipur,8250.9,18.19,Wednesday,26,6,2024,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-06-27,Potato,Hajipur,8937.5,16.77,Thursday,27,6,2024,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-06-28,Potato,Hajipur,9872.2,18.42,Friday,28,6,2024,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-06-29,Potato,Hajipur,9146.1,17.76,Saturday,29,6,2024,Zaid,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-06-30,Potato,Hajipur,9478.1,17.76,Sunday,30,6,2024,Zaid,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-07-01,Potato,Hajipur,7254.5,19.31,Monday,1,7,2024,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-07-02,Potato,Hajipur,7883.2,18.95,Tuesday,2,7,2024,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-07-03,Potato,Hajipur,8580.2,19.15,Wednesday,3,7,2024,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-07-04,Potato,Hajipur,8271.6,19.43,Thursday,4,7,2024,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-07-05,Potato,Hajipur,8858.0,18.96,Friday,5,7,2024,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-07-06,Potato,Hajipur,9959.7,17.39,Saturday,6,7,2024,Kharif,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-07-07,Potato,Hajipur,9384.6,18.65,Sunday,7,7,2024,Kharif,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-07-08,Potato,Hajipur,7256.6,20.71,Monday,8,7,2024,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-07-09,Potato,Hajipur,7847.8,20.24,Tuesday,9,7,2024,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-07-10,Potato,Hajipur,8000.8,17.79,Wednesday,10,7,2024,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-07-11,Potato,Hajipur,8630.9,17.82,Thursday,11,7,2024,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-07-12,Potato,Hajipur,9619.3,19.77,Friday,12,7,2024,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-07-13,Potato,Hajipur,8356.2,20.34,Saturday,13,7,2024,Kharif,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-07-14,Potato,Hajipur,8382.3,19.59,Sunday,14,7,2024,Kharif,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-07-15,Potato,Hajipur,6952.7,18.91,Monday,15,7,2024,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-07-16,Potato,Hajipur,7843.7,19.75,Tuesday,16,7,2024,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-07-17,Potato,Hajipur,7431.5,20.6,Wednesday,17,7,2024,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-07-18,Potato,Hajipur,7774.7,19.88,Thursday,18,7,2024,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-07-19,Potato,Hajipur,9100.7,17.1,Friday,19,7,2024,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-07-20,Potato,Hajipur,9838.9,18.92,Saturday,20,7,2024,Kharif,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-07-21,Potato,Hajipur,8317.3,19.69,Sunday,21,7,2024,Kharif,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-07-22,Potato,Hajipur,7654.5,19.01,Monday,22,7,2024,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-07-23,Potato,Hajipur,7552.2,19.35,Tuesday,23,7,2024,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-07-24,Potato,Hajipur,7907.2,19.84,Wednesday,24,7,2024,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-07-25,Potato,Hajipur,7891.4,18.74,Thursday,25,7,2024,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-07-26,Potato,Hajipur,9526.5,18.93,Friday,26,7,2024,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-07-27,Potato,Hajipur,9325.0,19.57,Saturday,27,7,2024,Kharif,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-07-28,Potato,Hajipur,8453.2,18.5,Sunday,28,7,2024,Kharif,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-07-29,Potato,Hajipur,6688.3,20.59,Monday,29,7,2024,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-07-30,Potato,Hajipur,7395.3,19.83,Tuesday,30,7,2024,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-07-31,Potato,Hajipur,7197.2,20.61,Wednesday,31,7,2024,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-08-01,Potato,Hajipur,7805.3,19.41,Thursday,1,8,2024,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-08-02,Potato,Hajipur,8587.4,21.03,Friday,2,8,2024,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-08-03,Potato,Hajipur,8828.6,22.01,Saturday,3,8,2024,Kharif,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-08-04,Potato,Hajipur,8827.3,18.45,Sunday,4,8,2024,Kharif,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-08-05,Potato,Hajipur,6844.8,19.29,Monday,5,8,2024,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-08-06,Potato,Hajipur,7412.4,19.74,Tuesday,6,8,2024,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-08-07,Potato,Hajipur,7821.0,18.74,Wednesday,7,8,2024,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-08-08,Potato,Hajipur,7040.5,18.49,Thursday,8,8,2024,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-08-09,Potato,Hajipur,9424.5,20.37,Friday,9,8,2024,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-08-10,Potato,Hajipur,9094.1,19.55,Saturday,10,8,2024,Kharif,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-08-11,Potato,Hajipur,8557.7,21.31,Sunday,11,8,2024,Kharif,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-08-12,Potato,Hajipur,6185.3,19.69,Monday,12,8,2024,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-08-13,Potato,Hajipur,7341.5,17.46,Tuesday,13,8,2024,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-08-14,Potato,Hajipur,6670.7,21.57,Wednesday,14,8,2024,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-08-15,Potato,Hajipur,6755.8,21.04,Thursday,15,8,2024,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-08-16,Potato,Hajipur,8856.7,20.38,Friday,16,8,2024,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-08-17,Potato,Hajipur,8690.9,19.51,Saturday,17,8,2024,Kharif,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-08-18,Potato,Hajipur,8490.5,19.85,Sunday,18,8,2024,Kharif,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-08-19,Potato,Hajipur,6355.5,20.67,Monday,19,8,2024,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-08-20,Potato,Hajipur,7111.6,22.31,Tuesday,20,8,2024,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-08-21,Potato,Hajipur,7054.1,19.66,Wednesday,21,8,2024,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-08-22,Potato,Hajipur,7026.5,20.44,Thursday,22,8,2024,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-08-23,Potato,Hajipur,8206.5,23.61,Friday,23,8,2024,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-08-24,Potato,Hajipur,8338.4,18.19,Saturday,24,8,2024,Kharif,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-08-25,Potato,Hajipur,8038.1,18.36,Sunday,25,8,2024,Kharif,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-08-26,Potato,Hajipur,6100.2,18.34,Monday,26,8,2024,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-08-27,Potato,Hajipur,7149.9,18.95,Tuesday,27,8,2024,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-08-28,Potato,Hajipur,6944.4,20.82,Wednesday,28,8,2024,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-08-29,Potato,Hajipur,6350.3,20.74,Thursday,29,8,2024,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-08-30,Potato,Hajipur,8866.6,21.53,Friday,30,8,2024,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-08-31,Potato,Hajipur,7899.0,21.46,Saturday,31,8,2024,Kharif,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-09-01,Potato,Hajipur,7551.9,19.3,Sunday,1,9,2024,Kharif,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-09-02,Potato,Hajipur,6326.8,21.61,Monday,2,9,2024,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-09-03,Potato,Hajipur,6932.9,21.42,Tuesday,3,9,2024,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-09-04,Potato,Hajipur,6765.3,22.01,Wednesday,4,9,2024,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-09-05,Potato,Hajipur,6762.6,20.42,Thursday,5,9,2024,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-09-06,Potato,Hajipur,8044.1,20.24,Friday,6,9,2024,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-09-07,Potato,Hajipur,8533.9,21.7,Saturday,7,9,2024,Kharif,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-09-08,Potato,Hajipur,7881.0,19.78,Sunday,8,9,2024,Kharif,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-09-09,Potato,Hajipur,5982.3,23.17,Monday,9,9,2024,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-09-10,Potato,Hajipur,6630.4,22.44,Tuesday,10,9,2024,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-09-11,Potato,Hajipur,6026.6,23.05,Wednesday,11,9,2024,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-09-12,Potato,Hajipur,6598.3,19.88,Thursday,12,9,2024,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-09-13,Potato,Hajipur,8469.6,18.99,Friday,13,9,2024,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-09-14,Potato,Hajipur,7407.3,23.1,Saturday,14,9,2024,Kharif,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-09-15,Potato,Hajipur,7372.6,21.23,Sunday,15,9,2024,Kharif,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-09-16,Potato,Hajipur,5770.4,21.79,Monday,16,9,2024,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-09-17,Potato,Hajipur,6246.9,22.44,Tuesday,17,9,2024,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-09-18,Potato,Hajipur,6381.8,22.95,Wednesday,18,9,2024,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-09-19,Potato,Hajipur,6786.9,21.13,Thursday,19,9,2024,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-09-20,Potato,Hajipur,7653.2,20.28,Friday,20,9,2024,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-09-21,Potato,Hajipur,7139.6,23.11,Saturday,21,9,2024,Kharif,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-09-22,Potato,Hajipur,7335.3,22.37,Sunday,22,9,2024,Kharif,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-09-23,Potato,Hajipur,5643.5,21.01,Monday,23,9,2024,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-09-24,Potato,Hajipur,6036.1,21.9,Tuesday,24,9,2024,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-09-25,Potato,Hajipur,5737.0,24.89,Wednesday,25,9,2024,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-09-26,Potato,Hajipur,5940.4,23.38,Thursday,26,9,2024,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-09-27,Potato,Hajipur,7508.7,20.91,Friday,27,9,2024,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-09-28,Potato,Hajipur,7593.3,23.03,Saturday,28,9,2024,Kharif,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-09-29,Potato,Hajipur,7846.3,24.17,Sunday,29,9,2024,Kharif,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-09-30,Potato,Hajipur,5258.0,22.64,Monday,30,9,2024,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-10-01,Potato,Hajipur,5924.4,22.92,Tuesday,1,10,2024,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-10-02,Potato,Hajipur,5556.8,23.53,Wednesday,2,10,2024,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-10-03,Potato,Hajipur,6043.7,25.3,Thursday,3,10,2024,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-10-04,Potato,Hajipur,7096.3,20.48,Friday,4,10,2024,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-10-05,Potato,Hajipur,7486.9,23.52,Saturday,5,10,2024,Kharif,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-10-06,Potato,Hajipur,7211.8,21.05,Sunday,6,10,2024,Kharif,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-10-07,Potato,Hajipur,5460.3,20.28,Monday,7,10,2024,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-10-08,Potato,Hajipur,5649.7,23.99,Tuesday,8,10,2024,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-10-09,Potato,Hajipur,6062.0,20.88,Wednesday,9,10,2024,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-10-10,Potato,Hajipur,6108.0,22.0,Thursday,10,10,2024,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-10-11,Potato,Hajipur,6838.1,21.7,Friday,11,10,2024,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-10-12,Potato,Hajipur,7268.7,20.38,Saturday,12,10,2024,Kharif,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-10-13,Potato,Hajipur,6306.0,22.64,Sunday,13,10,2024,Kharif,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-10-14,Potato,Hajipur,5471.4,23.1,Monday,14,10,2024,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-10-15,Potato,Hajipur,5877.6,22.65,Tuesday,15,10,2024,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-10-16,Potato,Hajipur,5396.0,23.27,Wednesday,16,10,2024,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-10-17,Potato,Hajipur,5443.6,25.44,Thursday,17,10,2024,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-10-18,Potato,Hajipur,7075.2,23.79,Friday,18,10,2024,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-10-19,Potato,Hajipur,7083.3,22.87,Saturday,19,10,2024,Kharif,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-10-20,Potato,Hajipur,8802.3,23.36,Sunday,20,10,2024,Kharif,1,1,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-10-21,Potato,Hajipur,7229.3,22.7,Monday,21,10,2024,Kharif,0,1,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-10-22,Potato,Hajipur,7741.2,22.57,Tuesday,22,10,2024,Kharif,0,1,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-10-23,Potato,Hajipur,8713.7,24.51,Wednesday,23,10,2024,Kharif,0,1,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-10-24,Potato,Hajipur,8577.8,24.36,Thursday,24,10,2024,Kharif,0,1,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-10-25,Potato,Hajipur,9533.2,22.8,Friday,25,10,2024,Kharif,0,1,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-10-26,Potato,Hajipur,10205.0,22.3,Saturday,26,10,2024,Kharif,1,1,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-10-27,Potato,Hajipur,9278.4,23.53,Sunday,27,10,2024,Kharif,1,1,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-10-28,Potato,Hajipur,7302.6,24.84,Monday,28,10,2024,Kharif,0,1,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-10-29,Potato,Hajipur,7911.3,22.31,Tuesday,29,10,2024,Kharif,0,1,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-10-30,Potato,Hajipur,8407.4,24.16,Wednesday,30,10,2024,Kharif,0,1,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-10-31,Potato,Hajipur,8748.7,24.02,Thursday,31,10,2024,Kharif,0,1,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-11-01,Potato,Hajipur,9623.0,25.34,Friday,1,11,2024,Rabi,0,1,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-11-02,Potato,Hajipur,9110.2,22.4,Saturday,2,11,2024,Rabi,1,1,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-11-03,Potato,Hajipur,9612.6,22.96,Sunday,3,11,2024,Rabi,1,1,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-11-04,Potato,Hajipur,7146.8,25.64,Monday,4,11,2024,Rabi,0,1,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-11-05,Potato,Hajipur,7746.4,24.87,Tuesday,5,11,2024,Rabi,0,1,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-11-06,Potato,Hajipur,8219.1,24.23,Wednesday,6,11,2024,Rabi,0,1,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-11-07,Potato,Hajipur,8018.2,21.13,Thursday,7,11,2024,Rabi,0,1,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-11-08,Potato,Hajipur,9525.3,24.66,Friday,8,11,2024,Rabi,0,1,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-11-09,Potato,Hajipur,8508.4,22.1,Saturday,9,11,2024,Rabi,1,1,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-11-10,Potato,Hajipur,9123.9,23.11,Sunday,10,11,2024,Rabi,1,1,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-11-11,Potato,Hajipur,7262.1,22.51,Monday,11,11,2024,Rabi,0,1,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-11-12,Potato,Hajipur,8101.7,24.19,Tuesday,12,11,2024,Rabi,0,1,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-11-13,Potato,Hajipur,7627.7,20.77,Wednesday,13,11,2024,Rabi,0,1,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-11-14,Potato,Hajipur,8142.0,23.24,Thursday,14,11,2024,Rabi,0,1,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-11-15,Potato,Hajipur,9597.8,24.21,Friday,15,11,2024,Rabi,0,1,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-11-16,Potato,Hajipur,6437.5,23.17,Saturday,16,11,2024,Rabi,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-11-17,Potato,Hajipur,6539.8,22.77,Sunday,17,11,2024,Rabi,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-11-18,Potato,Hajipur,5148.3,22.55,Monday,18,11,2024,Rabi,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-11-19,Potato,Hajipur,5380.3,23.91,Tuesday,19,11,2024,Rabi,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-11-20,Potato,Hajipur,5088.1,22.88,Wednesday,20,11,2024,Rabi,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-11-21,Potato,Hajipur,5363.7,22.9,Thursday,21,11,2024,Rabi,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-11-22,Potato,Hajipur,6640.3,20.84,Friday,22,11,2024,Rabi,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-11-23,Potato,Hajipur,6568.3,24.79,Saturday,23,11,2024,Rabi,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-11-24,Potato,Hajipur,6264.0,23.09,Sunday,24,11,2024,Rabi,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-11-25,Potato,Hajipur,4929.4,23.03,Monday,25,11,2024,Rabi,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-11-26,Potato,Hajipur,5523.1,25.54,Tuesday,26,11,2024,Rabi,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-11-27,Potato,Hajipur,5216.7,24.32,Wednesday,27,11,2024,Rabi,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-11-28,Potato,Hajipur,4879.9,24.6,Thursday,28,11,2024,Rabi,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-11-29,Potato,Hajipur,6680.6,23.4,Friday,29,11,2024,Rabi,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-11-30,Potato,Hajipur,6610.3,24.59,Saturday,30,11,2024,Rabi,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-12-01,Potato,Hajipur,6111.2,24.05,Sunday,1,12,2024,Rabi,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-12-02,Potato,Hajipur,4584.0,24.34,Monday,2,12,2024,Rabi,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-12-03,Potato,Hajipur,5477.1,22.68,Tuesday,3,12,2024,Rabi,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-12-04,Potato,Hajipur,4889.3,23.9,Wednesday,4,12,2024,Rabi,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-12-05,Potato,Hajipur,5567.4,24.23,Thursday,5,12,2024,Rabi,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-12-06,Potato,Hajipur,7256.5,23.59,Friday,6,12,2024,Rabi,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-12-07,Potato,Hajipur,6430.7,22.85,Saturday,7,12,2024,Rabi,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-12-08,Potato,Hajipur,6229.5,23.19,Sunday,8,12,2024,Rabi,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-12-09,Potato,Hajipur,4548.6,23.26,Monday,9,12,2024,Rabi,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-12-10,Potato,Hajipur,5431.5,22.99,Tuesday,10,12,2024,Rabi,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-12-11,Potato,Hajipur,5905.9,25.11,Wednesday,11,12,2024,Rabi,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-12-12,Potato,Hajipur,5110.3,25.23,Thursday,12,12,2024,Rabi,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-12-13,Potato,Hajipur,6530.1,22.78,Friday,13,12,2024,Rabi,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-12-14,Potato,Hajipur,6296.7,25.75,Saturday,14,12,2024,Rabi,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-12-15,Potato,Hajipur,6220.8,22.0,Sunday,15,12,2024,Rabi,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-12-16,Potato,Hajipur,5015.2,24.49,Monday,16,12,2024,Rabi,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-12-17,Potato,Hajipur,5657.8,23.33,Tuesday,17,12,2024,Rabi,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-12-18,Potato,Hajipur,5675.9,20.82,Wednesday,18,12,2024,Rabi,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-12-19,Potato,Hajipur,5175.3,24.57,Thursday,19,12,2024,Rabi,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
