date,commodity,region,demand_quantity_kg,modal_price_per_kg,day_of_week,day_of_month,month,year,season,is_weekend,festival_flag,is_synthetic,data_source,day_of_week_num,season_code,demand_lag_1,demand_lag_7,demand_lag_14,demand_rolling_mean_7,demand_rolling_mean_14,demand_rolling_std_7,price_lag_1,price_rolling_mean_7
2024-03-09,Potato,Muzaffarpur,10966.7,18.28,Saturday,9,3,2024,Rabi,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1,5,1,11575.1,10957.6,10212.2,9552.5,9249.785714285714,1346.5754626706448,20.35,21.311428571428568
2024-03-10,Potato,Muzaffarpur,10218.8,22.06,Sunday,10,3,2024,Rabi,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1,6,1,10966.7,9929.3,9874.0,9553.8,9303.67857142857,1348.1615049144993,18.28,20.88
2024-03-11,Potato,Muzaffarpur,8515.1,20.05,Monday,11,3,2024,Rabi,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,0,1,10218.8,7863.6,7775.3,9595.157142857144,9328.307142857144,1365.9238947285717,22.06,21.0
2024-03-12,Potato,Muzaffarpur,9166.2,22.07,Tuesday,12,3,2024,Rabi,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,1,1,8515.1,9118.3,8232.4,9688.228571428572,9381.15,1245.1295631570283,20.05,20.882857142857144
2024-03-13,Potato,Muzaffarpur,9531.5,19.98,Wednesday,13,3,2024,Rabi,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,2,1,9166.2,8381.7,8070.4,9695.07142857143,9447.85,1241.6020064340044,22.07,21.09857142857143
2024-03-14,Potato,Muzaffarpur,9646.7,20.41,Thursday,14,3,2024,Rabi,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,3,1,9531.5,9041.9,8955.1,9859.328571428572,9552.214285714286,1107.7305248634605,19.98,20.518571428571427
2024-03-15,Potato,Muzaffarpur,12333.0,22.63,Friday,15,3,2024,Rabi,0,1,True,KisanFlow Realistic Ag-Demand Simulator v1,4,1,9646.7,11575.1,9510.1,9945.728571428572,9601.614285714286,1055.7120988765246,20.41,20.457142857142856
2024-03-16,Potato,Muzaffarpur,13245.9,20.93,Saturday,16,3,2024,Rabi,1,1,True,KisanFlow Realistic Ag-Demand Simulator v1,5,1,12333.0,10966.7,10957.6,10054.0,9803.25,1268.156333685503,22.63,20.782857142857146
2024-03-17,Potato,Muzaffarpur,13182.6,23.68,Sunday,17,3,2024,Rabi,1,1,True,KisanFlow Realistic Ag-Demand Simulator v1,6,1,13245.9,10218.8,9929.3,10379.6,9966.7,1744.6307976187934,20.93,21.16142857142857
2024-03-18,Potato,Muzaffarpur,10836.5,21.6,Monday,18,3,2024,Rabi,0,1,True,KisanFlow Realistic Ag-Demand Simulator v1,0,1,13182.6,8515.1,7863.6,10803.0,10199.078571428572,2034.6375254575407,23.68,21.392857142857142
2024-03-19,Potato,Muzaffarpur,11792.2,19.7,Tuesday,19,3,2024,Rabi,0,1,True,KisanFlow Realistic Ag-Demand Simulator v1,1,1,10836.5,9166.2,9118.3,11134.628571428571,10411.42857142857,1771.783114750298,21.6,21.61428571428571
2024-03-20,Potato,Muzaffarpur,12573.0,22.52,Wednesday,20,3,2024,Rabi,0,1,True,KisanFlow Realistic Ag-Demand Simulator v1,2,1,11792.2,9531.5,8381.7,11509.771428571428,10602.42142857143,1549.615889733409,19.7,21.275714285714287
2024-03-21,Potato,Muzaffarpur,12012.0,22.9,Thursday,21,3,2024,Rabi,0,1,True,KisanFlow Realistic Ag-Demand Simulator v1,3,1,12573.0,9646.7,9041.9,11944.271428571428,10901.800000000001,1310.421168574285,22.52,21.638571428571428
2024-03-22,Potato,Muzaffarpur,14561.0,20.87,Friday,22,3,2024,Rabi,0,1,True,KisanFlow Realistic Ag-Demand Simulator v1,4,1,12012.0,12333.0,11575.1,12282.17142857143,11113.949999999999,839.6169418536007,22.9,21.994285714285716
2024-03-23,Potato,Muzaffarpur,14144.7,20.14,Saturday,23,3,2024,Rabi,1,1,True,KisanFlow Realistic Ag-Demand Simulator v1,5,1,14561.0,13245.9,10966.7,12600.457142857145,11327.228571428572,1204.9256683258295,20.87,21.74285714285714
2024-03-24,Potato,Muzaffarpur,13709.7,20.54,Sunday,24,3,2024,Rabi,1,1,True,KisanFlow Realistic Ag-Demand Simulator v1,6,1,14144.7,13182.6,10218.8,12728.857142857143,11554.228571428572,1326.8860034646707,20.14,21.630000000000003
2024-03-25,Potato,Muzaffarpur,11245.6,20.92,Monday,25,3,2024,Rabi,0,1,True,KisanFlow Realistic Ag-Demand Simulator v1,0,1,13709.7,10836.5,8515.1,12804.157142857144,11803.578571428572,1371.1454030081734,20.54,21.181428571428572
2024-03-26,Potato,Muzaffarpur,10383.2,20.69,Tuesday,26,3,2024,Rabi,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,1,1,11245.6,11792.2,9166.2,12862.600000000002,11998.614285714286,1278.9158859492295,20.92,21.084285714285716
2024-03-27,Potato,Muzaffarpur,10018.1,20.26,Wednesday,27,3,2024,Rabi,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,2,1,10383.2,12573.0,9531.5,12661.314285714285,12085.542857142858,1556.26752673243,20.69,21.225714285714286
2024-03-28,Potato,Muzaffarpur,10020.0,22.72,Thursday,28,3,2024,Rabi,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,3,1,10018.1,12012.0,9646.7,12296.328571428574,12120.300000000001,1851.940065367737,20.26,20.90285714285714
2024-03-29,Potato,Muzaffarpur,11288.3,21.6,Friday,29,3,2024,Rabi,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,4,1,10020.0,14561.0,12333.0,12011.757142857145,12146.964285714286,2045.8109548189236,22.72,20.87714285714286
2024-03-30,Potato,Muzaffarpur,10878.3,20.45,Saturday,30,3,2024,Rabi,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1,5,1,11288.3,14144.7,13245.9,11544.228571428572,12072.342857142856,1713.0248643012337,21.6,20.981428571428573
2024-03-31,Potato,Muzaffarpur,11304.1,20.74,Sunday,31,3,2024,Rabi,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1,6,1,10878.3,13709.7,13182.6,11077.6,11903.228571428572,1275.6396277946121,20.45,21.025714285714287
2024-04-01,Potato,Muzaffarpur,9262.9,20.12,Monday,1,4,2024,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,0,2,11304.1,11245.6,10836.5,10733.942857142858,11769.050000000001,585.9734034269705,20.74,21.054285714285715
2024-04-02,Potato,Muzaffarpur,10797.8,18.61,Tuesday,2,4,2024,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,1,2,9262.9,10383.2,11792.2,10450.699999999999,11656.65,752.858709630596,20.12,20.939999999999998
2024-04-03,Potato,Muzaffarpur,9691.8,21.1,Wednesday,3,4,2024,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,2,2,10797.8,10018.1,12573.0,10509.92857142857,11585.621428571429,762.9049104448937,18.61,20.642857142857142
2024-04-04,Potato,Muzaffarpur,10132.8,19.8,Thursday,4,4,2024,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,3,2,9691.8,10020.0,12012.0,10463.314285714285,11379.82142857143,806.6775676162177,21.1,20.762857142857143
2024-04-05,Potato,Muzaffarpur,11695.4,21.76,Friday,5,4,2024,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,4,2,10132.8,11288.3,14561.0,10479.42857142857,11245.592857142858,797.4194457002737,19.8,20.345714285714287
2024-04-06,Potato,Muzaffarpur,11902.5,20.07,Saturday,6,4,2024,Zaid,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1,5,2,11695.4,10878.3,14144.7,10537.585714285713,11040.907142857142,877.1074039678477,21.76,20.368571428571432
2024-04-07,Potato,Muzaffarpur,10964.4,22.0,Sunday,7,4,2024,Zaid,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1,6,2,11902.5,11304.1,13709.7,10683.9,10880.75,1017.5914438843542,20.07,20.314285714285713
2024-04-08,Potato,Muzaffarpur,9645.7,19.78,Monday,8,4,2024,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,0,2,10964.4,9262.9,11245.6,10635.371428571429,10684.657142857142,990.8330782970446,22.0,20.494285714285716
2024-04-09,Potato,Muzaffarpur,10555.7,19.96,Tuesday,9,4,2024,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,1,2,9645.7,10797.8,10383.2,10690.057142857142,10570.378571428571,909.7013390066289,19.78,20.445714285714285
2024-04-10,Potato,Muzaffarpur,10054.2,18.65,Wednesday,10,4,2024,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,2,2,10555.7,9691.8,10018.1,10655.471428571427,10582.699999999999,909.5245346045353,19.96,20.638571428571428
2024-04-11,Potato,Muzaffarpur,9522.2,21.49,Thursday,11,4,2024,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,3,2,10054.2,10132.8,10020.0,10707.242857142857,10585.278571428571,854.1576764218964,18.65,20.28857142857143
2024-04-12,Potato,Muzaffarpur,12281.1,19.49,Friday,12,4,2024,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,4,2,9522.2,11695.4,11288.3,10620.014285714287,10549.721428571429,948.5596298749743,21.49,20.529999999999998
2024-04-13,Potato,Muzaffarpur,12038.8,18.45,Saturday,13,4,2024,Zaid,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1,5,2,12281.1,11902.5,10878.3,10703.685714285715,10620.635714285716,1076.4399029959275,19.49,20.205714285714286
2024-04-14,Potato,Muzaffarpur,11661.0,19.74,Sunday,14,4,2024,Zaid,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1,6,2,12038.8,10964.4,11304.1,10723.157142857144,10703.528571428571,1102.6526876237078,18.45,19.974285714285713
2024-04-15,Potato,Muzaffarpur,9673.9,21.1,Monday,15,4,2024,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,0,2,11661.0,9645.7,9262.9,10822.671428571428,10729.021428571428,1158.0937752966852,19.74,19.65142857142857
2024-04-16,Potato,Muzaffarpur,10354.7,18.51,Tuesday,16,4,2024,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,1,2,9673.9,10555.7,10797.8,10826.7,10758.378571428571,1153.3565219248744,21.1,19.84
2024-04-17,Potato,Muzaffarpur,10875.1,20.31,Wednesday,17,4,2024,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,2,2,10354.7,10054.2,9691.8,10797.985714285713,10726.728571428572,1163.6837362854285,18.51,19.632857142857144
2024-04-18,Potato,Muzaffarpur,10272.2,20.33,Thursday,18,4,2024,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,3,2,10875.1,9522.2,10132.8,10915.257142857143,10811.250000000002,1116.6482837150588,20.31,19.87
2024-04-19,Potato,Muzaffarpur,12594.8,20.24,Friday,19,4,2024,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,4,2,10272.2,12281.1,11695.4,11022.4,10821.207142857142,989.4423917877401,20.33,19.704285714285714
2024-04-20,Potato,Muzaffarpur,12597.9,18.29,Saturday,20,4,2024,Zaid,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1,5,2,12594.8,12038.8,11902.5,11067.214285714286,10885.45,1060.5057998090099,20.24,19.81142857142857
2024-04-21,Potato,Muzaffarpur,11478.0,21.13,Sunday,21,4,2024,Zaid,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1,6,2,12597.9,11661.0,10964.4,11147.085714285715,10935.121428571429,1162.0670626496624,18.29,19.788571428571426
2024-04-22,Potato,Muzaffarpur,9150.8,19.5,Monday,22,4,2024,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,0,2,11478.0,9673.9,9645.7,11120.942857142858,10971.807142857144,1150.580388118877,21.13,19.987142857142857
2024-04-23,Potato,Muzaffarpur,10665.8,16.54,Tuesday,23,4,2024,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,1,2,9150.8,10354.7,10555.7,11046.214285714286,10936.457142857142,1270.92162809588,19.5,19.75857142857143
2024-04-24,Potato,Muzaffarpur,10044.1,19.65,Wednesday,24,4,2024,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,2,2,10665.8,10875.1,10054.2,11090.657142857142,10944.32142857143,1247.94147546688,16.54,19.47714285714286
2024-04-25,Potato,Muzaffarpur,10067.9,17.88,Thursday,25,4,2024,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,3,2,10044.1,10272.2,9522.2,10971.942857142858,10943.6,1309.854505733539,19.65,19.382857142857144
2024-04-26,Potato,Muzaffarpur,13554.5,20.15,Friday,26,4,2024,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,4,2,10067.9,12594.8,12281.1,10942.757142857143,10982.57857142857,1330.1631314205242,17.88,19.032857142857143
2024-04-27,Potato,Muzaffarpur,11430.7,20.87,Saturday,27,4,2024,Zaid,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1,5,2,13554.5,12597.9,12038.8,11079.857142857143,11073.535714285714,1558.6524103181105,20.15,19.02
2024-04-28,Potato,Muzaffarpur,11457.1,20.21,Sunday,28,4,2024,Zaid,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1,6,2,11430.7,11478.0,11661.0,10913.114285714286,11030.1,1425.973255275808,20.87,19.388571428571428
2024-04-29,Potato,Muzaffarpur,9253.6,18.46,Monday,29,4,2024,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,0,2,11457.1,9150.8,9673.9,10910.128571428571,11015.535714285714,1424.6145990106465,20.21,19.25714285714286
2024-04-30,Potato,Muzaffarpur,10856.8,19.98,Tuesday,30,4,2024,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,1,2,9253.6,10665.8,10354.7,10924.814285714285,10985.514285714287,1403.8340790237821,18.46,19.108571428571427
2024-05-01,Potato,Muzaffarpur,10447.9,18.99,Wednesday,1,5,2024,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,2,2,10856.8,10044.1,10875.1,10952.1,11021.378571428571,1399.8111003512745,19.98,19.599999999999998
2024-05-02,Potato,Muzaffarpur,10723.0,19.64,Thursday,2,5,2024,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,3,2,10447.9,10067.9,10272.2,11009.785714285714,10990.864285714284,1364.0189911050422,18.99,19.505714285714284
2024-05-03,Potato,Muzaffarpur,11612.8,20.47,Friday,3,5,2024,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,4,2,10723.0,13554.5,12594.8,11103.371428571429,11023.064285714285,1310.030291907124,19.64,19.75714285714286
2024-05-04,Potato,Muzaffarpur,11949.5,19.07,Saturday,4,5,2024,Zaid,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1,5,2,11612.8,11430.7,12597.9,10825.985714285713,10952.921428571428,817.5127469517224,20.47,19.802857142857142
2024-05-05,Potato,Muzaffarpur,11989.4,18.96,Sunday,5,5,2024,Zaid,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1,6,2,11949.5,11457.1,11478.0,10900.1,10906.607142857143,900.7512642233587,19.07,19.545714285714286
2024-05-06,Potato,Muzaffarpur,9121.9,18.95,Monday,6,5,2024,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,0,2,11989.4,9253.6,9150.8,10976.142857142857,10943.135714285714,975.0183688135253,18.96,19.367142857142856
2024-05-07,Potato,Muzaffarpur,9648.4,17.2,Tuesday,7,5,2024,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,1,2,9121.9,10856.8,10665.8,10957.32857142857,10941.07142857143,1014.2772265909015,18.95,19.437142857142856
2024-05-08,Potato,Muzaffarpur,10367.8,18.81,Wednesday,8,5,2024,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,2,2,9648.4,10447.9,10044.1,10784.699999999999,10868.4,1130.4227380350442,17.2,19.04
2024-05-09,Potato,Muzaffarpur,11394.3,18.13,Thursday,9,5,2024,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,3,2,10367.8,10723.0,10067.9,10773.257142857143,10891.52142857143,1134.797206342961,18.81,19.014285714285712
2024-05-10,Potato,Muzaffarpur,13781.6,17.9,Friday,10,5,2024,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,4,2,11394.3,11612.8,13554.5,10869.157142857144,10986.264285714287,1157.9708529105797,18.13,18.798571428571428
2024-05-11,Potato,Muzaffarpur,11242.0,20.86,Saturday,11,5,2024,Zaid,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1,5,2,13781.6,11949.5,11430.7,11178.985714285713,11002.485714285716,1597.0150003768124,17.9,18.43142857142857
2024-05-12,Potato,Muzaffarpur,11958.5,19.01,Sunday,12,5,2024,Zaid,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1,6,2,11242.0,11989.4,11457.1,11077.914285714285,10989.007142857143,1562.1305946565042,20.86,18.687142857142856
2024-05-13,Potato,Muzaffarpur,9228.5,15.39,Monday,13,5,2024,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,0,2,11958.5,9121.9,9253.6,11073.5,11024.82142857143,1559.1664738998566,19.01,18.694285714285712
2024-05-14,Potato,Muzaffarpur,11596.1,19.8,Tuesday,14,5,2024,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,1,2,9228.5,9648.4,10856.8,11088.72857142857,11023.028571428571,1537.2952239938375,15.39,18.185714285714287
2024-05-15,Potato,Muzaffarpur,10693.7,19.94,Wednesday,15,5,2024,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,2,2,11596.1,10367.8,10447.9,11366.971428571429,11075.835714285715,1403.6028280990297,19.8,18.557142857142857
2024-05-16,Potato,Muzaffarpur,11561.9,18.82,Thursday,16,5,2024,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,3,2,10693.7,11394.3,10723.0,11413.528571428571,11093.392857142857,1369.938155190808,19.94,18.71857142857143
2024-05-17,Potato,Muzaffarpur,12068.0,21.41,Friday,17,5,2024,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,4,2,11561.9,13781.6,11612.8,11437.471428571427,11153.314285714285,1371.010260980661,18.82,18.81714285714286
2024-05-18,Potato,Muzaffarpur,11778.0,16.42,Saturday,18,5,2024,Zaid,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1,5,2,12068.0,11242.0,11949.5,11192.671428571428,11185.82857142857,979.8939614643323,21.41,19.318571428571428
2024-05-19,Potato,Muzaffarpur,12039.0,20.4,Sunday,19,5,2024,Zaid,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1,6,2,11778.0,11958.5,11989.4,11269.242857142857,11173.57857142857,1005.0113595662084,16.42,18.684285714285714
2024-05-20,Potato,Muzaffarpur,8738.5,19.02,Monday,20,5,2024,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,0,2,12039.0,9228.5,9121.9,11280.742857142857,11177.121428571427,1014.6273451488408,20.4,18.882857142857144
2024-05-21,Potato,Muzaffarpur,10645.1,17.89,Tuesday,21,5,2024,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,1,2,8738.5,11596.1,9648.4,11210.742857142857,11149.735714285713,1182.7799102920426,19.02,19.40142857142857
2024-05-22,Potato,Muzaffarpur,10458.1,19.04,Wednesday,22,5,2024,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,2,2,10645.1,10693.7,10367.8,11074.885714285714,11220.92857142857,1185.7530285695598,17.89,19.12857142857143
2024-05-23,Potato,Muzaffarpur,10429.1,17.54,Thursday,23,5,2024,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,3,2,10458.1,11561.9,11394.3,11041.228571428572,11227.378571428571,1201.613770052978,19.04,19.0
2024-05-24,Potato,Muzaffarpur,12796.3,20.23,Friday,24,5,2024,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,4,2,10429.1,12068.0,13781.6,10879.4,11158.435714285715,1196.0725423930805,17.54,18.81714285714286
2024-05-25,Potato,Muzaffarpur,12175.9,19.51,Saturday,25,5,2024,Zaid,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1,5,2,12796.3,11778.0,11242.0,10983.442857142858,11088.057142857142,1339.744900913524,20.23,18.648571428571426
2024-05-26,Potato,Muzaffarpur,12479.0,15.22,Sunday,26,5,2024,Zaid,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1,6,2,12175.9,12039.0,11958.5,11040.285714285714,11154.764285714284,1386.6935258960007,19.51,19.09
2024-05-27,Potato,Muzaffarpur,9929.6,17.72,Monday,27,5,2024,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,0,2,12479.0,8738.5,9228.5,11103.142857142857,11191.942857142856,1448.120910993664,15.22,18.35
2024-05-28,Potato,Muzaffarpur,10600.4,22.71,Tuesday,28,5,2024,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,1,2,9929.6,10645.1,11596.1,11273.300000000001,11242.021428571428,1166.570319354977,17.72,18.164285714285715
2024-05-29,Potato,Muzaffarpur,10619.5,22.04,Wednesday,29,5,2024,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,2,2,10600.4,10458.1,10693.7,11266.914285714285,11170.899999999998,1170.6971988642258,22.71,18.852857142857143
2024-05-30,Potato,Muzaffarpur,11000.7,18.0,Thursday,30,5,2024,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,3,2,10619.5,10429.1,11561.9,11289.971428571429,11165.6,1153.5766752644831,22.04,19.28142857142857
2024-05-31,Potato,Muzaffarpur,13704.6,20.9,Friday,31,5,2024,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,4,2,11000.7,12796.3,12068.0,11371.628571428571,11125.514285714287,1101.5396795913698,18.0,19.34714285714286
2024-06-01,Potato,Muzaffarpur,13128.4,18.07,Saturday,1,6,2024,Zaid,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1,5,2,13704.6,12175.9,11778.0,11501.385714285716,11242.414285714287,1327.6261138194027,20.9,19.442857142857143
2024-06-02,Potato,Muzaffarpur,13082.1,17.05,Sunday,2,6,2024,Zaid,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1,6,2,13128.4,12479.0,12039.0,11637.457142857142,11338.871428571429,1451.3295351241838,18.07,19.237142857142857
2024-06-03,Potato,Muzaffarpur,9462.3,20.63,Monday,3,6,2024,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,0,2,13082.1,9929.6,8738.5,11723.614285714286,11413.378571428573,1525.6136332948809,17.05,19.49857142857143
2024-06-04,Potato,Muzaffarpur,11005.6,17.97,Tuesday,4,6,2024,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,1,2,9462.3,10600.4,10645.1,11656.857142857143,11465.078571428572,1624.235265037195,20.63,19.914285714285715
2024-06-05,Potato,Muzaffarpur,10695.2,19.27,Wednesday,5,6,2024,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,2,2,11005.6,10619.5,10458.1,11714.742857142857,11490.828571428572,1587.1053345185105,17.97,19.237142857142857
2024-06-06,Potato,Muzaffarpur,10589.8,18.99,Thursday,6,6,2024,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,3,2,10695.2,11000.7,10429.1,11725.557142857142,11507.764285714287,1578.6340159107324,19.27,18.84142857142857
2024-06-07,Potato,Muzaffarpur,13138.7,19.98,Friday,7,6,2024,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,4,2,10589.8,13704.6,12796.3,11666.857142857143,11519.242857142857,1617.2465652636627,18.99,18.982857142857142
2024-06-08,Potato,Muzaffarpur,12352.0,17.61,Saturday,8,6,2024,Zaid,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1,5,2,13138.7,13128.4,12175.9,11586.014285714284,11543.7,1508.923191582398,19.98,18.851428571428567
2024-06-09,Potato,Muzaffarpur,12795.2,18.49,Sunday,9,6,2024,Zaid,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1,6,2,12352.0,13082.1,12479.0,11475.1,11556.278571428573,1401.3542117061768,17.61,18.785714285714285
2024-06-10,Potato,Muzaffarpur,9291.7,18.98,Monday,10,6,2024,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,0,2,12795.2,9462.3,9929.6,11434.114285714286,11578.864285714286,1349.7665210800517,18.49,18.99142857142857
2024-06-11,Potato,Muzaffarpur,10467.7,19.13,Tuesday,11,6,2024,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,1,2,9291.7,11005.6,10600.4,11409.742857142857,11533.300000000001,1392.1774071062623,18.98,18.755714285714284
2024-06-12,Potato,Muzaffarpur,10723.6,19.88,Wednesday,12,6,2024,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,2,2,10467.7,10695.2,10619.5,11332.9,11523.821428571431,1432.464491706504,19.13,18.92142857142857
2024-06-13,Potato,Muzaffarpur,10836.0,18.46,Thursday,13,6,2024,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,3,2,10723.6,10589.8,11000.7,11336.957142857145,11531.257142857143,1430.396046388476,19.88,19.00857142857143
2024-06-14,Potato,Muzaffarpur,12205.1,20.43,Friday,14,6,2024,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,4,2,10836.0,13138.7,13704.6,11372.128571428573,11519.492857142857,1411.869455384453,18.46,18.93285714285714
2024-06-15,Potato,Muzaffarpur,12666.2,19.34,Saturday,15,6,2024,Zaid,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1,5,2,12205.1,12352.0,13128.4,11238.757142857143,11412.385714285714,1252.2515307199471,20.43,18.997142857142855
2024-06-16,Potato,Muzaffarpur,11767.5,19.39,Sunday,16,6,2024,Zaid,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1,6,2,12666.2,12795.2,13082.1,11283.642857142859,11379.371428571429,1303.3919682340832,19.34,19.244285714285713
2024-06-17,Potato,Muzaffarpur,10082.6,19.02,Monday,17,6,2024,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,0,2,11767.5,9291.7,9462.3,11136.828571428572,11285.471428571429,1154.0808344223242,19.39,19.372857142857146
2024-06-18,Potato,Muzaffarpur,10039.6,17.78,Tuesday,18,6,2024,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,1,2,10082.6,10467.7,11005.6,11249.814285714285,11329.778571428573,966.8637846642167,19.02,19.37857142857143
2024-06-19,Potato,Muzaffarpur,10162.3,17.37,Wednesday,19,6,2024,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,2,2,10039.6,10723.6,10695.2,11188.657142857144,11260.778571428571,1035.6711155206488,17.78,19.185714285714287
2024-06-20,Potato,Muzaffarpur,9773.6,19.65,Thursday,20,6,2024,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,3,2,10162.3,10836.0,10589.8,11108.471428571429,11222.714285714286,1097.558696553824,17.37,18.82714285714286
2024-06-21,Potato,Muzaffarpur,13147.5,18.6,Friday,21,6,2024,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,4,2,9773.6,12205.1,13138.7,10956.699999999999,11164.414285714287,1209.284198744576,19.65,18.997142857142855
2024-06-22,Potato,Muzaffarpur,12373.2,19.47,Saturday,22,6,2024,Zaid,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1,5,2,13147.5,12666.2,12352.0,11091.328571428572,11165.042857142858,1407.6243434883218,18.6,18.735714285714288
