date,commodity,region,minimum_price,maximum_price,modal_price,market_arrivals_tonnes,market_supply_level,rainfall_mm,temperature_c,humidity_pct,predicted_demand_kg,day_of_week,day_of_month,month,week_of_year,is_weekend,season,season_code,is_festival_season,distance_to_ranchi_km,statewide_avg_modal,price_lag_1,price_lag_2,price_lag_3,price_lag_7,price_lag_14,price_lag_21,price_lag_30,price_rolling_mean_3,price_rolling_mean_7,price_rolling_mean_14,price_rolling_mean_30,price_rolling_std_7,price_rolling_std_14,price_rolling_std_30,price_change_1d,price_change_7d,price_change_14d,neighbor_market_price,neighbor_market_price_change,market_arrivals_lag_1,arrivals_rolling_mean_7,rainfall_rolling_sum_7,temperature_lag_1,predicted_demand_lag_1,commodity_code,region_code
2025-04-08,Potato,Dumka,12.29,16.16,14.09,57.0,HIGH,0.51,20.3,48.7,57475.0,1,8,4,15,0,Zaid,2,0,284.86,16.728571428571428,14.79,17.1,16.18,16.79,16.05,14.72,18.43,16.023333333333333,15.655714285714286,16.11857142857143,16.611666666666668,1.3101890085384535,1.1761270021873385,1.2560394330875781,-2.3100000000000023,-2.0,-1.2600000000000016,17.40142857142857,-1.2671428571428578,52.0,49.357142857142854,6.330000000000013,26.5,54380.0,2,3
2025-04-09,Potato,Dumka,14.49,17.97,16.11,62.2,HIGH,0.0,22.0,47.3,58986.0,2,9,4,15,0,Zaid,2,0,284.86,17.201428571428572,14.09,14.79,17.1,14.09,16.9,18.07,19.23,15.326666666666666,15.27,15.978571428571428,16.467,1.318016186041125,1.295512118179943,1.2888919325501267,-0.6999999999999993,0.0,-2.8099999999999987,16.728571428571428,-0.6728571428571435,57.0,49.771428571428565,6.290000000000013,20.3,57475.0,2,3
2025-04-10,Potato,Dumka,14.11,16.88,15.4,49.7,MODERATE,0.26,24.1,49.4,51916.0,3,10,4,15,0,Zaid,2,0,284.86,18.107142857142858,16.11,14.09,14.79,16.59,16.52,16.59,15.82,14.996666666666664,15.558571428571428,15.922142857142859,16.363,1.2351306080926643,1.2692285880764884,1.1794918543518869,2.0199999999999996,-0.4800000000000004,-0.41000000000000014,17.201428571428572,0.4728571428571442,62.2,51.3,6.2000000000000135,22.0,58986.0,2,3
2025-04-11,Potato,Dumka,14.95,17.85,16.3,54.6,MODERATE,0.0,25.9,43.1,49280.0,4,11,4,15,0,Zaid,2,0,284.86,17.66857142857143,15.4,16.11,14.09,14.05,15.2,15.5,17.75,15.199999999999998,15.388571428571428,15.842142857142857,16.349,1.148352857667893,1.2639326818210068,1.1886165531173296,-0.7099999999999991,1.3499999999999996,0.20000000000000107,18.107142857142858,0.9057142857142857,49.7,51.45714285714286,6.460000000000013,24.1,51916.0,2,3
2025-04-12,Potato,Dumka,14.45,17.76,15.99,53.2,MODERATE,0.0,23.0,50.9,52809.0,5,12,4,15,1,Zaid,2,0,284.86,17.474285714285717,16.3,15.4,16.11,16.18,18.1,17.28,17.89,15.936666666666667,15.709999999999999,15.920714285714286,16.300666666666665,1.0188228501558754,1.255103209275434,1.1587893008126429,0.9000000000000004,0.120000000000001,-1.8000000000000007,17.66857142857143,-0.4385714285714286,54.6,53.01428571428572,6.460000000000013,25.9,49280.0,2,3
2025-04-13,Potato,Dumka,13.01,16.19,14.49,60.3,HIGH,0.13,26.2,41.2,59141.0,6,13,4,15,1,Zaid,2,0,284.86,18.165714285714284,15.99,16.3,15.4,17.1,16.84,17.4,16.51,15.896666666666667,15.682857142857143,15.77,16.237333333333332,1.0066729738054045,1.0889726986756592,1.120209134825644,-0.3100000000000005,-1.1100000000000012,-0.8499999999999996,17.474285714285717,-0.19428571428571217,53.2,53.82857142857143,1.2200000000000133,23.0,52809.0,2,3
2025-04-14,Potato,Dumka,14.55,19.5,16.85,68.7,HIGH,1.01,23.2,42.4,66019.0,0,14,4,16,0,Zaid,2,0,284.86,17.69,14.49,15.99,16.3,14.79,16.46,16.05,17.62,15.593333333333334,15.31,15.602142857142855,16.17,0.8681205753425401,1.0924649515334852,1.1631408133686254,-1.5,-0.29999999999999893,-1.9700000000000006,18.165714285714284,0.6914285714285668,60.3,55.57142857142857,1.3100000000000134,26.2,59141.0,2,3
2025-04-15,Potato,Dumka,12.68,16.7,14.55,53.1,MODERATE,0.87,25.3,51.5,49640.0,1,15,4,16,0,Zaid,2,0,284.86,16.82,16.85,14.49,15.99,14.09,16.79,16.05,17.66,15.776666666666666,15.604285714285714,15.63,16.144333333333336,1.001396643740619,1.1206316899922018,1.1382705675968081,2.360000000000001,2.7600000000000016,0.060000000000002274,17.69,-0.4757142857142824,68.7,57.95714285714286,1.9100000000000132,23.2,66019.0,2,3
2025-04-16,Potato,Dumka,13.01,16.15,14.47,53.9,MODERATE,0.0,25.4,42.0,58011.0,2,16,4,16,0,Zaid,2,0,284.86,16.667142857142856,14.55,16.85,14.49,16.11,14.09,16.9,16.17,15.296666666666667,15.67,15.47,16.040666666666667,0.8948929172437746,1.102026106070502,1.1370922788298223,-2.3000000000000007,-1.5599999999999987,0.46000000000000085,16.82,-0.870000000000001,53.1,57.4,2.2700000000000133,25.3,49640.0,2,3
2025-04-17,Potato,Dumka,13.2,17.03,14.98,58.7,HIGH,2.31,27.0,45.7,57358.0,3,17,4,16,0,Zaid,2,0,284.86,16.49142857142857,14.47,14.55,16.85,15.4,16.59,16.52,14.72,15.29,15.435714285714287,15.497142857142858,15.984,0.9718685978198411,1.0696255892125426,1.1722410014655371,-0.08000000000000007,-0.9299999999999997,-2.119999999999999,16.667142857142856,-0.1528571428571439,53.9,56.214285714285715,2.2700000000000133,25.4,58011.0,2,3
2025-04-18,Potato,Dumka,12.18,16.76,14.31,70.8,HIGH,0.0,25.7,40.7,61977.0,4,18,4,16,0,Zaid,2,0,284.86,16.804285714285715,14.98,14.47,14.55,16.3,14.05,15.2,18.07,14.666666666666666,15.375714285714285,15.382142857142858,15.992666666666668,0.9872834301396446,1.028861795094928,1.1635022437726763,0.5099999999999998,-1.3200000000000003,0.9299999999999997,16.49142857142857,-0.17571428571428527,58.7,57.5,4.320000000000013,27.0,57358.0,2,3
2025-04-19,Potato,Dumka,11.77,14.97,13.26,55.2,HIGH,0.0,26.5,39.5,61414.0,5,19,4,16,1,Zaid,2,0,284.86,16.307142857142857,14.31,14.98,14.47,15.99,16.18,18.1,16.59,14.586666666666666,15.09142857142857,15.400714285714287,15.867333333333335,0.9629888987144878,1.0050370393914927,1.1341590636277068,-0.6699999999999999,-1.6799999999999997,-1.8699999999999992,16.804285714285715,0.31285714285714405,70.8,59.814285714285724,4.320000000000013,25.7,61977.0,2,3
2025-04-20,Potato,Dumka,12.76,15.71,14.13,48.2,MODERATE,0.0,25.6,46.3,41301.0,6,20,4,16,1,Zaid,2,0,284.86,18.43857142857143,13.26,14.31,14.98,14.49,17.1,16.84,15.5,14.183333333333332,14.701428571428574,15.192142857142857,15.756333333333334,1.0836732067589991,1.1265207060228597,1.220648452126098,-1.0500000000000007,-1.2300000000000004,-3.8400000000000016,16.307142857142857,-0.4971428571428582,55.2,60.10000000000001,4.320000000000013,26.5,61414.0,2,3
2025-04-21,Potato,Dumka,13.77,18.56,16.0,76.5,HIGH,0.0,27.1,48.7,77032.0,0,21,4,17,0,Zaid,2,0,284.86,16.445714285714285,14.13,13.26,14.31,16.85,14.79,16.46,17.28,13.899999999999999,14.65,14.98,15.710666666666667,1.1037360795647866,1.0135922408782272,1.2556930586217883,0.870000000000001,-2.7200000000000006,-0.6599999999999984,18.43857142857143,2.1314285714285717,48.2,58.371428571428574,4.190000000000014,25.6,41301.0,2,3
2025-04-22,Potato,Dumka,11.35,14.68,12.9,60.3,HIGH,3.43,23.6,48.5,64659.0,1,22,4,17,0,Zaid,2,0,284.86,16.547142857142855,16.0,14.13,13.26,14.55,14.09,16.79,17.4,14.463333333333333,14.528571428571428,15.066428571428572,15.668000000000001,0.8355323367255115,1.0471764757804183,1.2218200104478198,1.8699999999999992,1.4499999999999993,1.9100000000000001,16.445714285714285,-1.9928571428571438,76.5,59.48571428571428,3.1800000000000135,27.1,77032.0,2,3
2025-04-23,Potato,Dumka,13.86,17.78,15.68,53.8,MODERATE,2.21,22.8,50.6,51910.0,2,23,4,17,0,Zaid,2,0,284.86,16.40142857142857,12.9,16.0,14.13,14.47,16.11,14.09,16.05,14.343333333333334,14.292857142857144,14.981428571428571,15.517999999999999,1.0369460655486593,1.1732391528965547,1.2768425496322549,-3.0999999999999996,-1.5700000000000003,-3.209999999999999,16.547142857142855,0.10142857142857054,60.3,60.51428571428572,5.7400000000000135,23.6,64659.0,2,3
2025-04-24,Potato,Dumka,13.08,17.6,15.18,61.2,HIGH,2.63,29.6,43.8,52609.0,3,24,4,17,0,Zaid,2,0,284.86,16.17142857142857,15.68,12.9,16.0,14.98,15.4,16.59,16.05,14.86,14.465714285714284,14.950714285714286,15.505666666666666,1.1644148336231424,1.1467510244544035,1.273308704702413,2.7799999999999994,0.6999999999999993,0.27999999999999936,16.40142857142857,-0.14571428571428413,53.8,60.5,7.9500000000000135,22.8,51910.0,2,3
2025-04-25,Potato,Dumka,12.11,16.37,14.09,61.0,HIGH,8.83,26.9,36.7,62461.0,4,25,4,17,0,Zaid,2,0,284.86,16.521428571428572,15.18,15.68,12.9,14.31,16.3,14.05,16.9,14.586666666666666,14.494285714285715,14.935,15.476666666666667,1.1814659981402813,1.1416166000622852,1.2703877587063472,-0.5,0.8699999999999992,-1.120000000000001,16.17142857142857,-0.23000000000000043,61.2,60.857142857142854,8.270000000000014,29.6,52609.0,2,3
2025-04-26,Potato,Dumka,14.17,17.56,15.75,73.1,HIGH,0.0,25.2,39.5,67306.0,5,26,4,17,1,Zaid,2,0,284.86,17.472857142857144,14.09,15.18,15.68,13.26,15.99,16.18,16.52,14.983333333333333,14.462857142857144,14.777142857142858,15.383000000000001,1.1900800293216343,1.0899783242120178,1.2654075260153235,-1.0899999999999999,0.8300000000000001,-1.9000000000000004,16.521428571428572,0.3500000000000014,61.0,59.45714285714286,17.100000000000012,26.9,62461.0,2,3
2025-04-27,Potato,Dumka,14.2,17.83,15.89,54.4,MODERATE,0.03,27.9,52.3,60655.0,6,27,4,17,1,Zaid,2,0,284.86,17.22714285714286,15.75,14.09,15.18,14.13,14.49,17.1,15.2,15.006666666666666,14.81857142857143,14.76,15.357333333333335,1.1417738913845132,1.0711604060008493,1.249256146488741,1.6600000000000001,1.6199999999999992,1.2599999999999998,17.472857142857144,0.951428571428572,73.1,62.01428571428571,17.100000000000012,25.2,67306.0,2,3
2025-04-28,Potato,Dumka,12.9,15.46,14.09,48.7,MODERATE,0.0,25.1,41.7,48256.0,0,28,4,18,0,Zaid,2,0,284.86,16.25857142857143,15.89,15.75,14.09,16.0,16.85,14.79,18.1,15.243333333333332,15.070000000000002,14.860000000000001,15.380333333333335,1.1585335558367407,1.1087068003895664,1.2526068908433226,0.14000000000000057,-0.10999999999999943,-0.9600000000000009,17.22714285714286,-0.24571428571428555,54.4,62.9,17.130000000000013,27.9,60655.0,2,3
2025-04-29,Potato,Dumka,12.77,16.92,14.7,58.7,HIGH,6.7,23.6,43.5,50908.0,1,29,4,18,0,Zaid,2,0,284.86,16.231428571428573,14.09,15.89,15.75,12.9,14.55,14.09,16.84,15.243333333333332,14.797142857142857,14.662857142857144,15.246666666666666,1.1275003959453218,0.9635146286173953,1.1631418015763935,-1.8000000000000007,1.1899999999999995,-0.46000000000000085,16.25857142857143,-0.9685714285714297,48.7,58.92857142857143,17.130000000000013,25.1,48256.0,2,3
2025-04-30,Potato,Dumka,13.48,16.3,14.79,67.5,HIGH,0.0,29.9,49.6,58482.0,2,30,4,18,0,Zaid,2,0,284.86,17.26142857142857,14.7,14.09,15.89,15.68,14.47,16.11,16.46,14.89333333333333,15.054285714285713,14.67357142857143,15.175333333333334,0.7718993272624959,0.9629969817255223,1.1271194084564438,0.6099999999999994,-0.9800000000000004,0.22999999999999865,16.231428571428573,-0.027142857142855803,58.7,58.699999999999996,20.400000000000013,23.6,50908.0,2,3
2025-05-01,Potato,Dumka,11.46,16.11,13.62,78.6,HIGH,0.0,26.4,45.3,80766.0,3,1,5,18,0,Zaid,2,0,284.86,15.955714285714285,14.79,14.7,14.09,15.18,14.98,15.4,16.79,14.526666666666664,14.927142857142858,14.696428571428571,15.119666666666665,0.7234342698938597,0.961590086525842,1.102453324786585,0.08999999999999986,-0.39000000000000057,-0.19000000000000128,17.26142857142857,1.0299999999999976,67.5,60.65714285714286,18.190000000000012,29.9,58482.0,2,3
2025-05-02,Potato,Dumka,11.95,16.02,13.84,75.7,HIGH,0.0,27.7,47.7,81412.0,4,2,5,18,0,Zaid,2,0,284.86,16.5,13.62,14.79,14.7,14.09,14.31,16.3,14.09,14.37,14.704285714285714,14.599285714285713,15.014000000000001,0.8599584707579111,0.9987181344539525,1.0886676450501183,-1.17,-0.47000000000000064,-0.6900000000000013,15.955714285714285,-1.305714285714286,78.6,63.142857142857146,15.560000000000013,26.4,80766.0,2,3
2025-05-03,Potato,Dumka,14.87,18.07,16.36,65.5,HIGH,0.09,27.4,37.1,67704.0,5,3,5,18,1,Zaid,2,0,284.86,16.504285714285714,13.84,13.62,14.79,15.75,13.26,15.99,16.59,14.08333333333333,14.668571428571427,14.565714285714284,15.005666666666665,0.8942301823620873,1.01692382503968,1.096910027848712,0.22000000000000064,-1.9100000000000001,0.5800000000000001,16.5,0.5442857142857154,75.7,65.24285714285715,6.730000000000013,27.7,81412.0,2,3
2025-05-04,Potato,Dumka,15.2,18.3,16.64,66.4,HIGH,1.9,27.8,39.2,66516.0,6,4,5,18,1,Zaid,2,0,284.86,16.53142857142857,16.36,13.84,13.62,15.89,14.13,14.49,14.05,14.606666666666664,14.755714285714285,14.787142857142856,14.998,1.0357100164114244,1.0477773440176374,1.0862063054184017,2.5199999999999996,0.46999999999999886,2.2299999999999986,16.504285714285714,0.004285714285714448,65.5,64.15714285714286,6.820000000000013,27.4,67704.0,2,3
2025-05-05,Potato,Dumka,13.76,18.62,16.02,56.1,HIGH,0.0,24.9,42.6,53729.0,0,5,5,19,0,Zaid,2,0,284.86,17.087142857142858,16.64,16.36,13.84,14.09,16.0,16.85,16.18,15.613333333333332,14.862857142857141,14.96642857142857,15.084333333333332,1.198592428444101,1.1375791241648097,1.1109073127272708,0.28000000000000114,2.5500000000000007,0.6400000000000006,16.53142857142857,0.027142857142855803,66.4,65.87142857142857,8.690000000000012,27.8,66516.0,2,3
2025-05-06,Potato,Dumka,12.58,15.41,13.9,62.4,HIGH,0.0,30.7,40.3,69262.0,1,6,5,19,0,Zaid,2,0,284.86,16.375714285714285,16.02,16.64,16.36,14.7,12.9,14.55,17.1,16.34,15.138571428571428,14.967857142857143,15.079,1.2130736247430915,1.1389886105419873,1.1058382684017274,-0.620000000000001,1.3200000000000003,3.119999999999999,17.087142857142858,0.5557142857142878,56.1,66.92857142857143,8.690000000000012,24.9,53729.0,2,3
2025-05-07,Potato,Dumka,12.69,15.68,14.08,51.2,MODERATE,0.0,28.0,51.6,56383.0,2,7,5,19,0,Zaid,2,0,284.86,16.467142857142857,13.9,16.02,16.64,14.79,15.68,14.47,14.79,15.520000000000001,15.024285714285714,15.039285714285713,14.972333333333333,1.2961205852189421,1.0249837843795764,1.057448729769729,-2.119999999999999,-0.8899999999999988,-1.7799999999999994,16.375714285714285,-0.7114285714285735,62.4,67.45714285714286,1.9900000000000124,30.7,69262.0,2,3
2025-05-08,Potato,Dumka,12.31,15.54,13.81,56.4,HIGH,0.0,29.3,43.9,56903.0,3,8,5,19,0,Zaid,2,0,284.86,16.45714285714286,14.08,13.9,16.02,13.62,15.18,14.98,14.09,14.666666666666666,14.922857142857142,14.924999999999999,14.948666666666668,1.344392233014679,1.0371762701604401,1.0695462567846037,0.17999999999999972,0.46000000000000085,-1.0999999999999996,16.467142857142857,0.09142857142857252,51.2,65.12857142857142,1.9900000000000124,28.0,56383.0,2,3
2025-05-09,Potato,Dumka,12.49,14.86,13.59,49.8,MODERATE,0.0,27.3,40.2,49390.0,4,9,5,19,0,Zaid,2,0,284.86,16.481428571428573,13.81,14.08,13.9,13.84,14.09,14.31,16.11,13.93,14.950000000000001,14.827142857142858,14.939333333333332,1.3153073151674677,1.0751989338034351,1.078482117682337,-0.2699999999999996,-0.02999999999999936,-0.27999999999999936,16.45714285714286,-0.00999999999999801,56.4,61.957142857142856,1.9900000000000124,29.3,56903.0,2,3
2025-05-10,Potato,Dumka,12.13,15.23,13.57,59.4,HIGH,0.08,28.5,37.9,67477.0,5,10,5,19,1,Zaid,2,0,284.86,16.555714285714284,13.59,13.81,14.08,16.36,15.75,13.26,15.4,13.826666666666666,14.914285714285715,14.791428571428572,14.855333333333334,1.3533151535254542,1.109330062160257,1.0822891873511107,-0.22000000000000064,-2.7699999999999996,-2.16,16.481428571428573,0.024285714285714022,49.8,58.25714285714286,1.9900000000000124,27.3,49390.0,2,3
2025-05-11,Potato,Dumka,14.2,18.86,16.37,66.3,HIGH,0.22,27.0,41.9,61188.0,6,11,5,19,1,Zaid,2,0,284.86,17.082857142857144,13.57,13.59,13.81,16.64,15.89,14.13,16.3,13.656666666666666,14.515714285714285,14.635714285714286,14.794333333333332,1.2645006543144277,1.1173988633337228,1.1019252222369509,-0.019999999999999574,-3.0700000000000003,-2.3200000000000003,16.555714285714284,0.07428571428571118,59.4,57.385714285714286,1.9800000000000124,28.5,67477.0,2,3
2025-05-12,Potato,Dumka,12.0,16.88,14.27,61.2,HIGH,0.0,29.0,42.4,56457.0,0,12,5,20,0,Zaid,2,0,284.86,16.37,16.37,13.57,13.59,16.02,14.09,16.0,15.99,14.509999999999998,14.477142857142857,14.67,14.796666666666665,1.1908780274193436,1.1651873404997235,1.1052923886318364,2.8000000000000007,0.3500000000000014,2.280000000000001,17.082857142857144,0.5271428571428594,66.3,57.371428571428574,0.3000000000000124,27.0,61188.0,2,3
2025-05-13,Potato,Dumka,12.65,15.7,14.07,63.2,HIGH,0.0,30.6,47.8,63598.0,1,13,5,20,0,Zaid,2,0,284.86,16.731428571428573,14.27,16.37,13.57,13.9,14.7,12.9,14.49,14.736666666666665,14.227142857142857,14.682857142857143,14.739333333333333,0.9775942288036387,1.1592731713075946,1.085693591540586,-2.1000000000000014,0.3699999999999992,-0.4299999999999997,16.37,-0.7128571428571426,61.2,58.1,0.3000000000000124,29.0,56457.0,2,3
2025-05-14,Potato,Dumka,13.38,17.04,15.08,60.5,HIGH,0.0,29.4,45.1,53951.0,2,14,5,20,0,Zaid,2,0,284.86,15.942857142857141,14.07,14.27,16.37,14.08,14.79,15.68,16.85,14.90333333333333,14.251428571428573,14.637857142857143,14.725333333333333,0.9701963473342176,1.1707274436229913,1.0917108791606933,-0.1999999999999993,-0.009999999999999787,-0.7199999999999989,16.731428571428573,0.3614285714285721,63.2,58.214285714285715,0.3000000000000124,30.6,63598.0,2,3
2025-05-15,Potato,Dumka,10.58,14.06,12.2,73.1,HIGH,3.41,26.9,40.9,75212.0,3,15,5,20,0,Zaid,2,0,284.86,15.597142857142858,15.08,14.07,14.27,13.81,13.62,15.18,14.55,14.473333333333331,14.394285714285715,14.65857142857143,14.666333333333334,1.0134077353636823,1.1761793239965925,1.018286198280644,1.0099999999999998,1.2699999999999996,1.4600000000000009,15.942857142857141,-0.7885714285714318,60.5,59.54285714285714,0.3000000000000124,29.4,53951.0,2,3
2025-05-16,Potato,Dumka,12.23,17.09,14.49,63.9,HIGH,0.0,33.7,39.8,59583.0,4,16,5,20,0,Zaid,2,0,284.86,16.56,12.2,15.08,14.07,13.59,13.84,14.09,14.47,13.783333333333331,14.164285714285715,14.557142857142859,14.588,1.3079991990676478,1.3245052984845151,1.1134828862316135,-2.880000000000001,-1.3900000000000006,-1.6400000000000006,15.597142857142858,-0.3457142857142834,73.1,61.92857142857143,3.7100000000000124,26.9,75212.0,2,3
2025-05-17,Potato,Dumka,11.41,14.01,12.62,62.8,HIGH,0.0,30.2,48.6,69017.0,5,17,5,20,1,Zaid,2,0,284.86,16.255714285714287,14.49,12.2,15.08,13.57,16.36,15.75,14.98,13.923333333333332,14.292857142857143,14.603571428571428,14.588666666666667,1.2861922392046157,1.3087316651735164,1.113415786058078,2.290000000000001,0.9199999999999999,-1.8699999999999992,16.56,0.9628571428571409,63.9,63.942857142857136,3.7100000000000124,33.7,59583.0,2,3
2025-05-18,Potato,Dumka,11.97,15.39,13.56,70.4,HIGH,1.22,30.7,42.0,78444.0,6,18,5,20,1,Zaid,2,0,284.86,16.648571428571426,12.62,14.49,12.2,16.37,16.64,15.89,14.31,13.103333333333332,14.157142857142858,14.33642857142857,14.51,1.4184934999933954,1.3043277498850223,1.1668998125003884,-1.870000000000001,-3.7500000000000018,-4.020000000000001,16.255714285714287,-0.3042857142857116,62.8,64.42857142857143,3.6300000000000123,30.2,69017.0,2,3
2025-05-19,Potato,Dumka,11.28,15.71,13.34,60.8,HIGH,0.0,28.7,40.1,68894.0,0,19,5,21,0,Zaid,2,0,284.86,15.422857142857142,13.56,12.62,14.49,14.27,16.02,14.09,13.26,13.556666666666663,13.755714285714285,14.116428571428571,14.485000000000001,1.033164348701726,1.1346067237512922,1.1793006402099713,0.9400000000000013,-0.7099999999999991,-2.459999999999999,16.648571428571426,0.3928571428571388,70.4,65.01428571428572,4.630000000000012,30.7,78444.0,2,3
2025-05-20,Potato,Dumka,11.41,15.95,13.52,73.4,HIGH,0.0,27.9,43.3,69220.0,1,20,5,21,0,Zaid,2,0,284.86,15.97857142857143,13.34,13.56,12.62,14.07,13.9,14.7,14.13,13.173333333333332,13.622857142857143,13.924999999999999,14.487666666666666,1.0156560160097656,1.007722107603604,1.1765222958547477,-0.22000000000000064,-0.7300000000000004,-0.5600000000000005,15.422857142857142,-1.2257142857142842,60.8,64.95714285714286,4.630000000000012,28.7,68894.0,2,3
2025-05-21,Potato,Dumka,12.09,14.88,13.39,56.8,HIGH,0.24,28.8,38.9,52904.0,2,21,5,21,0,Zaid,2,0,284.86,16.41142857142857,13.52,13.34,13.56,15.08,14.08,14.79,16.0,13.473333333333331,13.544285714285715,13.897857142857145,14.467333333333332,0.9963911069930934,1.0135480601968863,1.188130764117875,0.17999999999999972,-1.5600000000000005,-0.5600000000000005,15.97857142857143,0.5557142857142878,73.4,66.41428571428573,4.630000000000012,27.9,69220.0,2,3
2025-05-22,Potato,Dumka,12.36,14.83,13.51,49.0,MODERATE,0.0,29.5,32.2,49110.0,3,22,5,21,0,Zaid,2,0,284.86,15.472857142857142,13.39,13.52,13.34,12.2,13.81,13.62,12.9,13.416666666666664,13.302857142857144,13.848571428571429,14.380333333333335,0.7319087895292369,1.020760328554575,1.1674094023277881,-0.129999999999999,1.1900000000000013,-0.41999999999999993,16.41142857142857,0.4328571428571397,56.8,65.88571428571429,4.8700000000000125,28.8,52904.0,2,3
2025-05-23,Potato,Dumka,11.48,16.0,13.58,52.3,MODERATE,0.0,29.3,49.5,59214.0,4,23,5,21,0,Zaid,2,0,284.86,16.464285714285715,13.51,13.39,13.52,14.49,13.59,13.84,15.68,13.473333333333331,13.489999999999998,13.827142857142858,14.400666666666668,0.5470527092212857,1.0247733600946274,1.1458498828479384,0.11999999999999922,-0.9800000000000004,-0.08000000000000007,15.472857142857142,-0.9385714285714268,49.0,62.44285714285714,1.4600000000000124,29.5,49110.0,2,3
2025-05-24,Potato,Dumka,11.68,13.98,12.75,68.9,HIGH,0.0,26.9,35.4,69085.0,5,24,5,21,1,Zaid,2,0,284.86,16.48,13.58,13.51,13.39,12.62,13.57,16.36,15.18,13.49333333333333,13.36,13.82642857142857,14.330666666666668,0.3379842205384912,1.0249548368497077,1.129021344086082,0.07000000000000028,0.9600000000000009,0.009999999999999787,16.464285714285715,0.9914285714285729,52.3,60.785714285714285,1.4600000000000124,29.3,59214.0,2,3
2025-05-25,Potato,Dumka,12.71,17.22,14.81,75.2,HIGH,0.0,31.6,51.4,75000.0,6,25,5,21,1,Zaid,2,0,284.86,16.285714285714285,12.75,13.58,13.51,13.56,16.37,16.64,14.09,13.279999999999996,13.378571428571428,13.767857142857142,14.249666666666666,0.29082804606954743,1.0634427297977203,1.152901836097854,-0.8300000000000001,-0.8100000000000005,-3.620000000000001,16.48,0.015714285714285126,68.9,61.65714285714286,1.4600000000000124,26.9,69085.0,2,3
2025-05-26,Potato,Dumka,10.48,14.01,12.12,55.7,HIGH,0.0,30.9,44.7,55394.0,0,26,5,22,0,Zaid,2,0,284.86,15.43142857142857,14.81,12.75,13.58,13.34,14.27,16.02,15.75,13.713333333333331,13.557142857142859,13.656428571428572,14.273666666666665,0.6191853326671743,0.824757373579589,1.1569504603982552,2.0600000000000005,1.4700000000000006,0.5400000000000009,16.285714285714285,-0.19428571428571573,75.2,62.34285714285715,0.24000000000001243,31.6,75000.0,2,3
2025-05-27,Potato,Dumka,12.84,16.07,14.34,57.0,HIGH,0.0,29.1,36.3,50545.0,1,27,5,22,0,Zaid,2,0,284.86,16.362857142857145,12.12,14.81,12.75,13.52,14.07,13.9,15.89,13.226666666666665,13.382857142857144,13.502857142857142,14.152666666666667,0.8272386653943884,0.8985837452635724,1.186664212834713,-2.6900000000000013,-1.4000000000000004,-1.950000000000001,15.43142857142857,-0.8542857142857141,55.7,61.614285714285714,0.24000000000001243,30.9,55394.0,2,3
2025-05-28,Potato,Dumka,13.64,17.9,15.62,53.1,MODERATE,0.34,31.7,42.9,45507.0,2,28,5,22,0,Zaid,2,0,284.86,16.387142857142855,14.34,12.12,14.81,13.39,15.08,14.08,14.09,13.756666666666666,13.5,13.522142857142857,14.100999999999999,0.9043598103997926,0.9144496333135551,1.1412888963041852,2.2200000000000006,0.9499999999999993,-0.7400000000000002,16.362857142857145,0.9314285714285742,57.0,59.271428571428565,0.24000000000001243,29.1,50545.0,2,3
2025-05-29,Potato,Dumka,13.7,16.45,14.98,66.8,HIGH,0.65,29.5,43.6,66312.0,3,29,5,22,0,Zaid,2,0,284.86,16.23857142857143,15.62,14.34,12.12,13.51,12.2,13.81,14.7,14.026666666666664,13.81857142857143,13.560714285714287,14.152,1.2027112229101282,0.9932112974175478,1.1744827181240487,1.2799999999999994,2.1099999999999994,3.42,16.387142857142855,0.02428571428571047,53.1,58.74285714285715,0.34000000000001246,31.7,45507.0,2,3
2025-05-30,Potato,Dumka,12.04,16.28,14.01,74.4,HIGH,0.0,31.0,34.3,83155.0,4,30,5,22,0,Zaid,2,0,284.86,15.825714285714286,14.98,15.62,14.34,13.58,14.49,13.59,14.79,14.979999999999997,14.028571428571428,13.759285714285713,14.161333333333333,1.2664968557852727,0.9780236294586174,1.1800868855600863,-0.6399999999999988,1.4000000000000004,0.4900000000000002,16.23857142857143,-0.1485714285714259,66.8,61.285714285714285,0.9900000000000124,29.5,66312.0,2,3
2025-05-31,Potato,Dumka,11.72,14.86,13.18,65.1,HIGH,0.0,31.9,46.1,63058.0,5,31,5,22,1,Zaid,2,0,284.86,16.35,14.01,14.98,15.62,12.75,12.62,13.57,13.62,14.869999999999997,14.09,13.724999999999998,14.135333333333334,1.2514524894429795,0.9586589190510392,1.1743368879654685,-0.9700000000000006,1.2599999999999998,1.3900000000000006,15.825714285714286,-0.4128571428571437,74.4,64.44285714285715,0.9900000000000125,31.0,83155.0,2,3
2025-06-01,Potato,Dumka,14.96,17.8,16.28,62.8,HIGH,7.61,32.2,79.4,53931.0,6,1,6,22,1,Kharif,0,0,284.86,16.541428571428572,13.18,14.01,14.98,14.81,13.56,16.37,13.84,14.056666666666665,14.151428571428571,13.765,14.120666666666667,1.1834191786432444,0.9199059316452475,1.183705267758482,-0.8300000000000001,-1.6300000000000008,-0.3800000000000008,16.35,0.5242857142857158,65.1,63.89999999999999,0.9900000000000125,31.9,63058.0,2,3
